gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000017443	1	solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2 [Source:HGNC Symbol;Acc:HGNC:16872]	0	1
ENSSHAG00000014979	2	gap junction protein, gamma 2, 47kDa [Source:HGNC Symbol;Acc:HGNC:17494]	1	1
ENSSHAG00000010101	2	cell growth regulator with ring finger domain 1 [Source:HGNC Symbol;Acc:HGNC:15528]	1	1
ENSSHAG00000000627	2	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]	1	1
ENSSHAG00000000994	2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:HGNC Symbol;Acc:HGNC:9569]	1	1
ENSSHAG00000000620	2		1	1
ENSSHAG00000000623	2	zinc finger protein 740 [Source:HGNC Symbol;Acc:HGNC:27465]	1	1
ENSSHAG00000010100	2	hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977]	1	1
ENSSHAG00000004687	1	centrosomal protein 68kDa [Source:HGNC Symbol;Acc:HGNC:29076]	0	1
ENSSHAG00000000629	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBZ9]	1	1
ENSSHAG00000010899	2	potassium channel, subfamily K, member 12 [Source:HGNC Symbol;Acc:HGNC:6274]	1	1
ENSSHAG00000017378	2	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	1	1
ENSSHAG00000017377	2	solute carrier family 39 (zinc transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:20859]	1	1
ENSSHAG00000017376	2	STE20-like kinase [Source:HGNC Symbol;Acc:HGNC:11088]	1	1
ENSSHAG00000010895	2	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:7819]	1	1
ENSSHAG00000010894	2	myeloid cell leukemia 1 [Source:HGNC Symbol;Acc:HGNC:6943]	1	1
ENSSHAG00000010893	2	placenta expressed transcript 1 [Source:HGNC Symbol;Acc:HGNC:30053]	1	1
ENSSHAG00000017372	1	solute carrier family 29 (equilibrative nucleoside transporter), member 1 [Source:HGNC Symbol;Acc:HGNC:11003]	0	1
ENSSHAG00000017371	2	membrane associated guanylate kinase, WW and PDZ domain containing 1 [Source:HGNC Symbol;Acc:HGNC:946]	1	1
ENSSHAG00000017370	2		1	1
ENSSHAG00000003714	2	synaptosomal-associated protein, 91kDa [Source:HGNC Symbol;Acc:HGNC:14986]	1	1
ENSSHAG00000003716	2	polycystic kidney disease 2-like 1 [Source:HGNC Symbol;Acc:HGNC:9011]	1	1
ENSSHAG00000003717	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VM13]	1	1
ENSSHAG00000006139	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VV61]	0	1
ENSSHAG00000003712	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VM07]	1	1
ENSSHAG00000004205	1	snail family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:11094]	0	1
ENSSHAG00000009741	2	S100 calcium binding protein A14 [Source:HGNC Symbol;Acc:HGNC:18901]	1	1
ENSSHAG00000009743	2	chromosome 5 open reading frame 34 [Source:HGNC Symbol;Acc:HGNC:24738]	1	1
ENSSHAG00000009742	2	leiomodin 2 (cardiac) [Source:HGNC Symbol;Acc:HGNC:6648]	1	1
ENSSHAG00000003718	2	calcium binding protein 5 [Source:HGNC Symbol;Acc:HGNC:13714]	1	1
ENSSHAG00000009744	2	advillin [Source:HGNC Symbol;Acc:HGNC:14188]	1	1
ENSSHAG00000009747	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W7C6]	1	1
ENSSHAG00000009746	2	nucleoporin 35kDa [Source:HGNC Symbol;Acc:HGNC:29797]	1	1
ENSSHAG00000004185	2	proline rich 5 (renal) [Source:HGNC Symbol;Acc:HGNC:31682]	1	1
ENSSHAG00000001577	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VF14]	0	1
ENSSHAG00000013278	2	A kinase (PRKA) anchor protein 1 [Source:HGNC Symbol;Acc:HGNC:367]	1	1
ENSSHAG00000013279	2	seizure related 6 homolog (mouse)-like [Source:HGNC Symbol;Acc:HGNC:10763]	1	1
ENSSHAG00000007412	2	nuclear receptor coactivator 4 [Source:HGNC Symbol;Acc:HGNC:7671]	1	1
ENSSHAG00000013270	2	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]	1	1
ENSSHAG00000013271	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJG8]	1	1
ENSSHAG00000007417	1	G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]	0	1
ENSSHAG00000007415	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VZF4]	0	1
ENSSHAG00000003947	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VMT4]	0	1
ENSSHAG00000004124	1	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]	0	1
ENSSHAG00000018502	1	G protein-coupled receptor, class C, group 5, member B [Source:HGNC Symbol;Acc:HGNC:13308]	0	1
ENSSHAG00000017953	2	voltage-dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]	1	1
ENSSHAG00000017950	2	G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]	1	1
ENSSHAG00000017957	2	nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:HGNC Symbol;Acc:HGNC:8054]	1	1
ENSSHAG00000017956	2	stomatin [Source:HGNC Symbol;Acc:HGNC:3383]	1	1
ENSSHAG00000017954	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0H3]	1	1
ENSSHAG00000001718	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFH6]	1	1
ENSSHAG00000001719	2	calmegin [Source:HGNC Symbol;Acc:HGNC:2060]	1	1
ENSSHAG00000001716	2	transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]	1	1
ENSSHAG00000001717	1	KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]	0	1
ENSSHAG00000001714	2	interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]	1	1
ENSSHAG00000001712	2	interleukin enhancer binding factor 3, 90kDa [Source:HGNC Symbol;Acc:HGNC:6038]	1	1
ENSSHAG00000004207	2	origin recognition complex, subunit 6 [Source:HGNC Symbol;Acc:HGNC:17151]	1	1
ENSSHAG00000016028	2	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]	1	1
ENSSHAG00000016029	2	cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760]	1	1
ENSSHAG00000013018	2	protein tyrosine phosphatase, receptor type, Q [Source:HGNC Symbol;Acc:HGNC:9679]	1	1
ENSSHAG00000016024	2	ubiquitin specific peptidase 4 (proto-oncogene) [Source:HGNC Symbol;Acc:HGNC:12627]	1	1
ENSSHAG00000000517	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBM5]	1	1
ENSSHAG00000016534	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WVL5]	1	1
ENSSHAG00000013015	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WIK9]	0	1
ENSSHAG00000016532	2	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:HGNC Symbol;Acc:HGNC:8785]	1	1
ENSSHAG00000016021	2	solute carrier family 37 (glucose-6-phosphate transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:20644]	1	1
ENSSHAG00000013011	2	EH-domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	1	1
ENSSHAG00000015220	1	RAD17 homolog (S. pombe) [Source:HGNC Symbol;Acc:HGNC:9807]	0	1
ENSSHAG00000008218	2	fatty acid binding protein 6, ileal [Source:HGNC Symbol;Acc:HGNC:3561]	1	1
ENSSHAG00000000514	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBM1]	1	1
ENSSHAG00000004750	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQI3]	0	1
ENSSHAG00000015944	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WTM9]	1	1
ENSSHAG00000015945	2	tumor suppressor candidate 3 [Source:HGNC Symbol;Acc:HGNC:30242]	1	1
ENSSHAG00000015942	2	melanocortin 2 receptor (adrenocorticotropic hormone) [Source:HGNC Symbol;Acc:HGNC:6930]	1	1
ENSSHAG00000015943	2	interferon stimulated exonuclease gene 20kDa-like 2 [Source:HGNC Symbol;Acc:HGNC:25745]	1	1
ENSSHAG00000015940	1	leucine-rich repeats and IQ motif containing 4 [Source:HGNC Symbol;Acc:HGNC:34298]	0	1
ENSSHAG00000015941	2	cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:HGNC:2267]	1	1
ENSSHAG00000004293	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VNZ2]	1	1
ENSSHAG00000004294	2	NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]	1	1
ENSSHAG00000015949	2	collagen, type XXIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:22990]	1	1
ENSSHAG00000005374	1	MAX dimerization protein 1 [Source:HGNC Symbol;Acc:HGNC:6761]	0	1
ENSSHAG00000012635	2	lysosomal-associated membrane protein family, member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	1	1
ENSSHAG00000012634	2	formin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17069]	1	1
ENSSHAG00000012636	2	N-acetylgalactosaminidase, alpha- [Source:HGNC Symbol;Acc:HGNC:7631]	1	1
ENSSHAG00000012631	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WH90]	1	1
ENSSHAG00000012630	2	archaelysin family metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:22231]	1	1
ENSSHAG00000012633	1	cholinergic receptor, nicotinic, beta 2 (neuronal) [Source:HGNC Symbol;Acc:HGNC:1962]	0	1
ENSSHAG00000012632	2	pleckstrin homology domain containing, family B (evectins) member 2 [Source:HGNC Symbol;Acc:HGNC:19236]	1	1
ENSSHAG00000015012	2	signal peptidase complex subunit 3 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26212]	1	1
ENSSHAG00000011020	2	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	1	1
ENSSHAG00000008212	2	RPGRIP1-like [Source:HGNC Symbol;Acc:HGNC:29168]	1	1
ENSSHAG00000017996	2	tumor necrosis factor receptor superfamily, member 21 [Source:HGNC Symbol;Acc:HGNC:13469]	1	1
ENSSHAG00000017771	1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2 [Source:HGNC Symbol;Acc:HGNC:605]	0	1
ENSSHAG00000006921	2	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]	1	1
ENSSHAG00000006922	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXS3]	1	1
ENSSHAG00000006923	2	AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]	1	1
ENSSHAG00000011288	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WCP7]	1	1
ENSSHAG00000006926	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXS7]	1	1
ENSSHAG00000006927	2	solute carrier family 41 (magnesium transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:31045]	1	1
ENSSHAG00000006928	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VXT0]	1	1
ENSSHAG00000017993	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0M0]	1	1
ENSSHAG00000017776	2	glucagon [Source:HGNC Symbol;Acc:HGNC:4191]	1	1
ENSSHAG00000002895	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VJD4]	1	1
ENSSHAG00000013456	2	serine/threonine/tyrosine interacting-like 1 [Source:HGNC Symbol;Acc:HGNC:18165]	1	1
ENSSHAG00000009078	2	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]	1	1
ENSSHAG00000008197	2	mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]	1	1
ENSSHAG00000008194	1	pappalysin 2 [Source:HGNC Symbol;Acc:HGNC:14615]	0	1
ENSSHAG00000002892	2	adenosine deaminase domain containing 1 (testis-specific) [Source:HGNC Symbol;Acc:HGNC:30713]	1	1
ENSSHAG00000008191	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W211]	1	1
ENSSHAG00000008190	2	zinc finger and BTB domain containing 26 [Source:HGNC Symbol;Acc:HGNC:23383]	1	1
ENSSHAG00000016172	2	2'-5'-oligoadenylate synthetase 2, 69/71kDa [Source:HGNC Symbol;Acc:HGNC:8087]	1	1
ENSSHAG00000008198	2	centrosomal protein 350kDa [Source:HGNC Symbol;Acc:HGNC:24238]	1	1
ENSSHAG00000010707	2	ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	1	1
ENSSHAG00000010705	2		1	1
ENSSHAG00000002754	2	junctophilin 2 [Source:HGNC Symbol;Acc:HGNC:14202]	1	1
ENSSHAG00000010703	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WAP7]	1	1
ENSSHAG00000010702	2	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]	1	1
ENSSHAG00000010701	2	GA binding protein transcription factor, alpha subunit 60kDa [Source:HGNC Symbol;Acc:HGNC:4071]	1	1
ENSSHAG00000010709	1	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	0	1
ENSSHAG00000004874	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQX4]	1	1
ENSSHAG00000004875	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQX5]	1	1
ENSSHAG00000015360	2	ephrin-B3 [Source:HGNC Symbol;Acc:HGNC:3228]	1	1
ENSSHAG00000004877	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQX7]	1	1
ENSSHAG00000015366	2	microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]	1	1
ENSSHAG00000015367	2	retinoid X receptor, gamma [Source:HGNC Symbol;Acc:HGNC:10479]	1	1
ENSSHAG00000015365	2	protein tyrosine phosphatase, non-receptor type 21 [Source:HGNC Symbol;Acc:HGNC:9651]	1	1
ENSSHAG00000015368	2	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	1	1
ENSSHAG00000015369	2	transmembrane and ubiquitin-like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28459]	1	1
ENSSHAG00000004878	2	coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]	1	1
ENSSHAG00000015111	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQU3]	1	1
ENSSHAG00000015008	2	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	1	1
ENSSHAG00000008999	2	follistatin [Source:HGNC Symbol;Acc:HGNC:3971]	1	1
ENSSHAG00000008998	2	ATP-binding cassette, sub-family A (ABC1), member 2 [Source:HGNC Symbol;Acc:HGNC:32]	1	1
ENSSHAG00000008997	2	methylenetetrahydrofolate reductase (NAD(P)H) [Source:HGNC Symbol;Acc:HGNC:7436]	1	1
ENSSHAG00000005476	2		1	1
ENSSHAG00000009937	2	PHD finger protein 5A [Source:HGNC Symbol;Acc:HGNC:18000]	1	1
ENSSHAG00000008994	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4R3]	1	1
ENSSHAG00000008991	2	fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679]	1	1
ENSSHAG00000008990	2	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:HGNC Symbol;Acc:HGNC:9558]	1	1
ENSSHAG00000015003	2	HD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21078]	1	1
ENSSHAG00000018288	2	neuralized E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:25162]	1	1
ENSSHAG00000018289	2	collagen, type XIV, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2191]	1	1
ENSSHAG00000018282	2	interleukin 24 [Source:HGNC Symbol;Acc:HGNC:11346]	1	1
ENSSHAG00000018283	2	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	1	1
ENSSHAG00000018286	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X1N4]	1	1
ENSSHAG00000018561	2	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	1	1
ENSSHAG00000018284	2	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]	1	1
ENSSHAG00000018285	2	hippocalcin like 4 [Source:HGNC Symbol;Acc:HGNC:18212]	1	1
ENSSHAG00000004971	2	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	1	1
ENSSHAG00000017527	2	F-box protein 16 [Source:HGNC Symbol;Acc:HGNC:13618]	1	1
ENSSHAG00000015113	2	neuropilin 1 [Source:HGNC Symbol;Acc:HGNC:8004]	1	1
ENSSHAG00000004970	2	ubiquitin-conjugating enzyme E2M [Source:HGNC Symbol;Acc:HGNC:12491]	1	1
ENSSHAG00000018565	2	polymerase (RNA) III (DNA directed) polypeptide C (62kD) [Source:HGNC Symbol;Acc:HGNC:30076]	1	1
ENSSHAG00000013492	1	ribosomal protein L36 [Source:HGNC Symbol;Acc:HGNC:13631]	0	1
ENSSHAG00000017525	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZ10]	1	1
ENSSHAG00000002434	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU8]	1	1
ENSSHAG00000002127	1	nuclear fragile X mental retardation protein interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057]	0	1
ENSSHAG00000002433	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU7]	1	1
ENSSHAG00000002430	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU4]	1	1
ENSSHAG00000004441	1	pygopus family PHD finger 2 [Source:HGNC Symbol;Acc:HGNC:30257]	0	1
ENSSHAG00000007355	2	NFKB inhibitor interacting Ras-like 2 [Source:HGNC Symbol;Acc:HGNC:17898]	1	1
ENSSHAG00000006737	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VX53]	1	1
ENSSHAG00000006736	2	free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498]	1	1
ENSSHAG00000006730	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VX45]	1	1
ENSSHAG00000006732	1	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]	0	1
ENSSHAG00000014702	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WPE1]	1	1
ENSSHAG00000014701	2	kinesin family member 23 [Source:HGNC Symbol;Acc:HGNC:6392]	1	1
ENSSHAG00000014704	2	BAH domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:29279]	1	1
ENSSHAG00000016707	2	LIM domain only 1 (rhombotin 1) [Source:HGNC Symbol;Acc:HGNC:6641]	1	1
ENSSHAG00000016706	1	epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]	0	1
ENSSHAG00000016709	2	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]	1	1
ENSSHAG00000016708	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WW76]	1	1
ENSSHAG00000004329	1	zinc finger, DHHC-type containing 23 [Source:HGNC Symbol;Acc:HGNC:28654]	0	1
ENSSHAG00000003522	2	YEATS domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24859]	1	1
ENSSHAG00000003520	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VLE0]	0	1
ENSSHAG00000003526	2	Lipase  [Source:UniProtKB/TrEMBL;Acc:G3VLE6]	1	1
ENSSHAG00000003529	2	potassium channel tetramerization domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23227]	1	1
ENSSHAG00000003528	2	microtubule associated tumor suppressor candidate 2 [Source:HGNC Symbol;Acc:HGNC:20595]	1	1
ENSSHAG00000014567	2	synaptotagmin II [Source:HGNC Symbol;Acc:HGNC:11510]	1	1
ENSSHAG00000014566	2	G protein-coupled receptor 113 [Source:HGNC Symbol;Acc:HGNC:18989]	1	1
ENSSHAG00000014565	1	TLC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25177]	0	1
ENSSHAG00000014563	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNY3]	1	1
ENSSHAG00000014561	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNY1]	1	1
ENSSHAG00000014560	2	plasmolipin [Source:HGNC Symbol;Acc:HGNC:18553]	1	1
ENSSHAG00000014568	2	ribonucleoprotein, PTB-binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]	1	1
ENSSHAG00000008606	2	glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]	1	1
ENSSHAG00000008605	2	ataxin 10 [Source:HGNC Symbol;Acc:HGNC:10549]	1	1
ENSSHAG00000008603	2	motilin [Source:HGNC Symbol;Acc:HGNC:7141]	1	1
ENSSHAG00000008602	2	sphingosine-1-phosphate lyase 1 [Source:HGNC Symbol;Acc:HGNC:10817]	1	1
ENSSHAG00000008601	2	kelch-like family member 5 [Source:HGNC Symbol;Acc:HGNC:6356]	1	1
ENSSHAG00000009343	1	ring finger protein 38 [Source:HGNC Symbol;Acc:HGNC:18052]	0	1
ENSSHAG00000008609	2	kinesin family member C2 [Source:HGNC Symbol;Acc:HGNC:29530]	1	1
ENSSHAG00000007062	2	zinc finger, GRF-type containing 1 [Source:HGNC Symbol;Acc:HGNC:25654]	1	1
ENSSHAG00000007063	2	echinoderm microtubule associated protein like 6 [Source:HGNC Symbol;Acc:HGNC:35412]	1	1
ENSSHAG00000007061	2	anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]	1	1
ENSSHAG00000014904	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQ38]	1	1
ENSSHAG00000007068	1	spermatogenesis associated, serine-rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]	0	1
ENSSHAG00000007069	2	suppressor of variegation 4-20 homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:24283]	1	1
ENSSHAG00000010282	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W984]	1	1
ENSSHAG00000010283	2	phosphatase domain containing, paladin 1 [Source:HGNC Symbol;Acc:HGNC:23530]	1	1
ENSSHAG00000010286	2	threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:30740]	1	1
ENSSHAG00000010284	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W986]	1	1
ENSSHAG00000010285	2	actin binding LIM protein family, member 3 [Source:HGNC Symbol;Acc:HGNC:29132]	1	1
ENSSHAG00000010288	2	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha [Source:HGNC Symbol;Acc:HGNC:8997]	1	1
ENSSHAG00000010289	2	polymerase (DNA directed), lambda [Source:HGNC Symbol;Acc:HGNC:9184]	1	1
ENSSHAG00000008740	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W3V4]	1	1
ENSSHAG00000001962	2	shisa family member 2 [Source:HGNC Symbol;Acc:HGNC:20366]	1	1
ENSSHAG00000001968	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VGA8]	1	1
ENSSHAG00000003544	2	zinc finger, DHHC-type containing 17 [Source:HGNC Symbol;Acc:HGNC:18412]	1	1
ENSSHAG00000003547	2	mediator of cell motility 1 [Source:HGNC Symbol;Acc:HGNC:14014]	1	1
ENSSHAG00000013480	2	thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]	1	1
ENSSHAG00000006242	2	sphingosine-1-phosphate receptor 5 [Source:HGNC Symbol;Acc:HGNC:14299]	1	1
ENSSHAG00000013488	2		1	1
ENSSHAG00000000387	2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]	1	1
ENSSHAG00000006244	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VVI1]	1	1
ENSSHAG00000017034	2	nanos homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:23292]	1	1
ENSSHAG00000017035	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXC5]	0	1
ENSSHAG00000017037	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXC7]	1	1
ENSSHAG00000017030	2	sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]	1	1
ENSSHAG00000017031	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXC1]	1	1
ENSSHAG00000017032	2	chromosome 11 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:28720]	1	1
ENSSHAG00000006710	1	chaperonin containing TCP1, subunit 6B (zeta 2) [Source:HGNC Symbol;Acc:HGNC:1621]	0	1
ENSSHAG00000017038	2	RAD54 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17228]	1	1
ENSSHAG00000017039	1	complement component 1, q subcomponent-like 2 [Source:HGNC Symbol;Acc:HGNC:24181]	0	1
ENSSHAG00000012028	2	G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:HGNC:14923]	1	1
ENSSHAG00000012029	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WF68]	0	1
ENSSHAG00000012025	2	family with sequence similarity 220, member A [Source:HGNC Symbol;Acc:HGNC:22422]	1	1
ENSSHAG00000012026	2	3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]	1	1
ENSSHAG00000012027	1	guanylate cyclase activator 2A (guanylin) [Source:HGNC Symbol;Acc:HGNC:4682]	0	1
ENSSHAG00000001385	2	thrombospondin-type laminin G domain and EAR repeats [Source:HGNC Symbol;Acc:HGNC:1268]	1	1
ENSSHAG00000001387	2	proline-rich nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:23158]	1	1
ENSSHAG00000007663	2	tumor suppressor candidate 5 [Source:HGNC Symbol;Acc:HGNC:29592]	1	1
ENSSHAG00000013737	1		0	1
ENSSHAG00000013735	2	transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11633]	1	1
ENSSHAG00000003809	2	autoimmune regulator [Source:HGNC Symbol;Acc:HGNC:360]	1	1
ENSSHAG00000009554	2	angiotensin II receptor-associated protein [Source:HGNC Symbol;Acc:HGNC:13539]	1	1
ENSSHAG00000009557	2	phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]	1	1
ENSSHAG00000012288	2	centromere protein M [Source:HGNC Symbol;Acc:HGNC:18352]	1	1
ENSSHAG00000009551	2	HECT and RLD domain containing E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:4868]	1	1
