ensembl_gene_id	mdomestica_homolog_ensembl_gene	neugenii_homolog_ensembl_gene	koala_transcript_id
ENSSHAG00000003802	ENSMODG00000028416	ENSMEUG00000000907	Locus_10105_Transcript_12/16_Confidence_0.560_Length_5471
ENSSHAG00000003803	ENSMODG00000010797	NA	Locus_23773_Transcript_15/29_Confidence_0.496_Length_3420
ENSSHAG00000003804	ENSMODG00000001868	NA	Locus_3665_Transcript_8/11_Confidence_0.524_Length_3064
ENSSHAG00000003805	ENSMODG00000025090	ENSMEUG00000006135	Locus_1374_Transcript_1/9_Confidence_0.462_Length_2695
ENSSHAG00000003806	ENSMODG00000001392	ENSMEUG00000012547	Locus_12722_Transcript_2/7_Confidence_0.214_Length_2205
ENSSHAG00000003807	ENSMODG00000019820	ENSMEUG00000006385	NA
ENSSHAG00000003808	ENSMODG00000006946	ENSMEUG00000009340	Locus_11778_Transcript_3/5_Confidence_0.429_Length_4163
ENSSHAG00000003810	ENSMODG00000006654	ENSMEUG00000001335	Locus_2417_Transcript_20/29_Confidence_0.098_Length_4137
ENSSHAG00000003811	ENSMODG00000008134	ENSMEUG00000005462	NA
ENSSHAG00000003812	ENSMODG00000005215	ENSMEUG00000006635	Locus_11513_Transcript_2/14_Confidence_0.550_Length_2774
ENSSHAG00000003813	ENSMODG00000013603	NA	Locus_2046_Transcript_8/33_Confidence_0.136_Length_1715
ENSSHAG00000003814	ENSMODG00000017285	ENSMEUG00000014693	Locus_3144_Transcript_2/16_Confidence_0.058_Length_3031
ENSSHAG00000003815	ENSMODG00000002705	ENSMEUG00000000068	Locus_3879_Transcript_12/24_Confidence_0.370_Length_1603
ENSSHAG00000003817	ENSMODG00000028122	ENSMEUG00000009970	NA
ENSSHAG00000003818	ENSMODG00000003482	ENSMEUG00000006025	NA
ENSSHAG00000003819	ENSMODG00000014810	ENSMEUG00000006073	Locus_1309_Transcript_10/22_Confidence_0.184_Length_2395
ENSSHAG00000003820	ENSMODG00000002206	ENSMEUG00000001011	Locus_2640_Transcript_22/36_Confidence_0.320_Length_5456
ENSSHAG00000003822	ENSMODG00000014001	ENSMEUG00000000357	Locus_33047_Transcript_3/38_Confidence_0.312_Length_1772
ENSSHAG00000003823	ENSMODG00000004760	ENSMEUG00000009658	Locus_17244_Transcript_1/2_Confidence_0.750_Length_1964
ENSSHAG00000003825	NA	ENSMEUG00000007569	Locus_4783_Transcript_1/21_Confidence_0.053_Length_1874
ENSSHAG00000003826	ENSMODG00000005238	ENSMEUG00000011576	Locus_22662_Transcript_17/27_Confidence_0.371_Length_2208
ENSSHAG00000003829	ENSMODG00000018676	ENSMEUG00000001957	Locus_2866_Transcript_12/13_Confidence_0.149_Length_5748
ENSSHAG00000003830	ENSMODG00000021544	ENSMEUG00000011220	Locus_5981_Transcript_34/53_Confidence_0.108_Length_2202
ENSSHAG00000003831	ENSMODG00000000883	ENSMEUG00000006973	Locus_6123_Transcript_10/29_Confidence_0.237_Length_2304
ENSSHAG00000003833	ENSMODG00000001695	ENSMEUG00000014012	Locus_24812_Transcript_20/31_Confidence_0.264_Length_4133
ENSSHAG00000003834	ENSMODG00000024672	NA	Locus_18355_Transcript_1/9_Confidence_0.091_Length_1838
ENSSHAG00000003835	NA	ENSMEUG00000016284	Locus_6141_Transcript_16/87_Confidence_0.023_Length_747
ENSSHAG00000003837	ENSMODG00000004952	ENSMEUG00000016252	Locus_16187_Transcript_25/30_Confidence_0.097_Length_4229
ENSSHAG00000003838	ENSMODG00000016665	ENSMEUG00000008794	Locus_17718_Transcript_1/10_Confidence_0.400_Length_3867
ENSSHAG00000003841	ENSMODG00000002176	ENSMEUG00000015458	Locus_5970_Transcript_25/42_Confidence_0.371_Length_2620
ENSSHAG00000003842	ENSMODG00000000787	ENSMEUG00000014027	Locus_10696_Transcript_18/19_Confidence_0.077_Length_2557
ENSSHAG00000003843	ENSMODG00000021039	ENSMEUG00000008527	Locus_5703_Transcript_10/17_Confidence_0.476_Length_7192
ENSSHAG00000003844	ENSMODG00000019678	ENSMEUG00000004520	Locus_15447_Transcript_19/34_Confidence_0.306_Length_4534
ENSSHAG00000003845	ENSMODG00000002521	ENSMEUG00000005792	Locus_654_Transcript_12/30_Confidence_0.171_Length_3535
ENSSHAG00000003846	ENSMODG00000015162	ENSMEUG00000002949	Locus_3084_Transcript_3/10_Confidence_0.389_Length_2945
ENSSHAG00000003847	ENSMODG00000000963	ENSMEUG00000003268	Locus_133945_Transcript_1/4_Confidence_0.700_Length_1554
ENSSHAG00000003848	ENSMODG00000017219	ENSMEUG00000012230	Locus_7182_Transcript_1/14_Confidence_0.200_Length_2778
ENSSHAG00000003849	ENSMODG00000014112	ENSMEUG00000000836	Locus_6193_Transcript_5/18_Confidence_0.225_Length_9104
ENSSHAG00000003851	ENSMODG00000029544	ENSMEUG00000002222	Locus_43883_Transcript_6/8_Confidence_0.333_Length_1083
ENSSHAG00000003853	ENSMODG00000006971	NA	Locus_7554_Transcript_110/117_Confidence_0.003_Length_2712
ENSSHAG00000003854	ENSMODG00000000099	ENSMEUG00000010747	NA
ENSSHAG00000003855	ENSMODG00000016498	ENSMEUG00000016553	NA
ENSSHAG00000003856	ENSMODG00000018190	ENSMEUG00000005971	Locus_9844_Transcript_6/13_Confidence_0.422_Length_5660
ENSSHAG00000003858	ENSMODG00000020799	ENSMEUG00000014965	Locus_4423_Transcript_45/65_Confidence_0.247_Length_4894
ENSSHAG00000003860	ENSMODG00000011071	ENSMEUG00000010635	Locus_5431_Transcript_15/20_Confidence_0.179_Length_911
ENSSHAG00000003861	ENSMODG00000012812	ENSMEUG00000013743	Locus_13613_Transcript_11/17_Confidence_0.650_Length_11836
ENSSHAG00000003864	ENSMODG00000018040	ENSMEUG00000014796	Locus_7000_Transcript_8/8_Confidence_0.100_Length_2748
ENSSHAG00000003867	ENSMODG00000017889	ENSMEUG00000009533	Locus_14877_Transcript_10/35_Confidence_0.351_Length_1851
ENSSHAG00000003868	ENSMODG00000012467	ENSMEUG00000007319	Locus_11157_Transcript_6/48_Confidence_0.246_Length_1465
ENSSHAG00000003871	ENSMODG00000024245	ENSMEUG00000013381	NA
ENSSHAG00000003874	ENSMODG00000005349	ENSMEUG00000003752	Locus_11472_Transcript_57/81_Confidence_0.489_Length_4625
ENSSHAG00000003875	ENSMODG00000008136	ENSMEUG00000007846	Locus_9064_Transcript_6/10_Confidence_0.667_Length_7270
ENSSHAG00000003876	NA	ENSMEUG00000005526	Locus_6441_Transcript_1/6_Confidence_0.500_Length_3667
ENSSHAG00000003878	ENSMODG00000013910	NA	Locus_7746_Transcript_18/40_Confidence_0.167_Length_1588
ENSSHAG00000003880	ENSMODG00000029435	ENSMEUG00000001925	Locus_21669_Transcript_5/16_Confidence_0.206_Length_1641
ENSSHAG00000003882	ENSMODG00000009216	NA	Locus_4269_Transcript_12/22_Confidence_0.467_Length_2738
ENSSHAG00000003883	ENSMODG00000025676	ENSMEUG00000003020	Locus_20003_Transcript_3/19_Confidence_0.346_Length_2666
ENSSHAG00000003884	ENSMODG00000009993	ENSMEUG00000001251	Locus_88_Transcript_2306/16303_Confidence_0.001_Length_2867
ENSSHAG00000003887	ENSMODG00000003610	ENSMEUG00000009147	Locus_18516_Transcript_20/28_Confidence_0.220_Length_4361
ENSSHAG00000003888	ENSMODG00000001490	NA	Locus_6963_Transcript_1/25_Confidence_0.486_Length_3047
ENSSHAG00000003889	ENSMODG00000023068	NA	Locus_58516_Transcript_22/29_Confidence_0.129_Length_2047
ENSSHAG00000003890	ENSMODG00000013099	ENSMEUG00000006367	Locus_5547_Transcript_11/28_Confidence_0.217_Length_6225
ENSSHAG00000003891	ENSMODG00000013130	ENSMEUG00000008846	Locus_935_Transcript_3/7_Confidence_0.688_Length_3357
ENSSHAG00000003892	ENSMODG00000014964	ENSMEUG00000008255	Locus_26666_Transcript_33/48_Confidence_0.531_Length_5306
ENSSHAG00000003893	ENSMODG00000005470	ENSMEUG00000003700	Locus_10427_Transcript_12/21_Confidence_0.462_Length_4541
ENSSHAG00000003894	ENSMODG00000005539	ENSMEUG00000008288	Locus_4720_Transcript_4/8_Confidence_0.762_Length_4161
ENSSHAG00000003897	ENSMODG00000005887	ENSMEUG00000002250	Locus_8001_Transcript_1/22_Confidence_0.143_Length_3623
ENSSHAG00000003899	ENSMODG00000009884	NA	Locus_73571_Transcript_10/23_Confidence_0.375_Length_7716
ENSSHAG00000003900	ENSMODG00000008037	ENSMEUG00000006866	Locus_21336_Transcript_1/2_Confidence_0.971_Length_1788
ENSSHAG00000003901	ENSMODG00000001746	ENSMEUG00000004667	Locus_27791_Transcript_1/4_Confidence_0.429_Length_2403
ENSSHAG00000003902	ENSMODG00000024924	NA	Locus_820_Transcript_49/109_Confidence_0.036_Length_3879
ENSSHAG00000003904	ENSMODG00000020554	ENSMEUG00000016731	Locus_482_Transcript_39/91_Confidence_0.023_Length_1652
ENSSHAG00000003905	ENSMODG00000004946	ENSMEUG00000016245	Locus_16187_Transcript_23/30_Confidence_0.129_Length_6373
ENSSHAG00000003908	ENSMODG00000000936	ENSMEUG00000007478	Locus_7411_Transcript_12/41_Confidence_0.218_Length_2887
ENSSHAG00000003909	ENSMODG00000001357	ENSMEUG00000011177	Locus_1727_Transcript_13/85_Confidence_0.072_Length_2050
ENSSHAG00000003910	ENSMODG00000019395	ENSMEUG00000007845	Locus_370_Transcript_21/24_Confidence_0.424_Length_5170
ENSSHAG00000003911	ENSMODG00000003892	ENSMEUG00000015641	Locus_8663_Transcript_2/3_Confidence_0.333_Length_3163
ENSSHAG00000003912	ENSMODG00000014506	ENSMEUG00000004830	Locus_3959_Transcript_4/10_Confidence_0.107_Length_2293
ENSSHAG00000003914	ENSMODG00000018659	ENSMEUG00000014744	Locus_1368_Transcript_12/32_Confidence_0.361_Length_5538
ENSSHAG00000003915	ENSMODG00000000847	NA	Locus_73505_Transcript_82/134_Confidence_0.049_Length_822
ENSSHAG00000003917	ENSMODG00000012902	ENSMEUG00000002923	Locus_4901_Transcript_15/17_Confidence_0.412_Length_11461
ENSSHAG00000003919	ENSMODG00000012167	ENSMEUG00000013882	NA
ENSSHAG00000003921	ENSMODG00000012682	ENSMEUG00000011488	Locus_5405_Transcript_4/9_Confidence_0.395_Length_6603
ENSSHAG00000003924	ENSMODG00000009534	ENSMEUG00000011989	Locus_48292_Transcript_5/5_Confidence_0.000_Length_2527
ENSSHAG00000003925	ENSMODG00000029043	NA	Locus_89995_Transcript_10/12_Confidence_0.111_Length_783
ENSSHAG00000003927	ENSMODG00000007770	ENSMEUG00000008769	Locus_11979_Transcript_57/59_Confidence_0.528_Length_4361
ENSSHAG00000003928	ENSMODG00000018443	ENSMEUG00000008875	Locus_25874_Transcript_19/33_Confidence_0.220_Length_3008
ENSSHAG00000003929	ENSMODG00000023080	ENSMEUG00000005696	NA
ENSSHAG00000003930	ENSMODG00000003687	ENSMEUG00000013323	Locus_620_Transcript_25/31_Confidence_0.282_Length_2854
ENSSHAG00000003931	ENSMODG00000015782	ENSMEUG00000008296	Locus_55252_Transcript_1/4_Confidence_0.667_Length_1509
ENSSHAG00000003933	ENSMODG00000006460	ENSMEUG00000003196	Locus_15747_Transcript_1/1_Confidence_0.000_Length_2001
ENSSHAG00000003934	ENSMODG00000006034	ENSMEUG00000009331	Locus_10635_Transcript_32/59_Confidence_0.274_Length_2948
ENSSHAG00000003935	NA	ENSMEUG00000002248	Locus_10301_Transcript_17/24_Confidence_0.282_Length_2665
ENSSHAG00000003936	ENSMODG00000028350	ENSMEUG00000002864	Locus_16275_Transcript_28/46_Confidence_0.115_Length_7906
ENSSHAG00000003939	ENSMODG00000016316	ENSMEUG00000002555	Locus_3195_Transcript_46/87_Confidence_0.173_Length_11841
ENSSHAG00000003941	ENSMODG00000023781	ENSMEUG00000004559	NA
ENSSHAG00000003942	ENSMODG00000008904	ENSMEUG00000006873	Locus_14682_Transcript_16/25_Confidence_0.353_Length_4480
ENSSHAG00000003943	ENSMODG00000020517	ENSMEUG00000003420	Locus_7594_Transcript_3/6_Confidence_0.600_Length_2764
ENSSHAG00000003944	ENSMODG00000018543	ENSMEUG00000014515	Locus_8341_Transcript_10/15_Confidence_0.286_Length_2510
ENSSHAG00000003945	ENSMODG00000011942	ENSMEUG00000005598	Locus_3466_Transcript_8/12_Confidence_0.353_Length_5039
ENSSHAG00000003948	ENSMODG00000020862	ENSMEUG00000004589	Locus_699_Transcript_22/37_Confidence_0.111_Length_1082
ENSSHAG00000003949	ENSMODG00000008658	ENSMEUG00000003736	Locus_10563_Transcript_1/3_Confidence_0.400_Length_2152
ENSSHAG00000003951	NA	ENSMEUG00000002889	Locus_8730_Transcript_18/54_Confidence_0.099_Length_2281
ENSSHAG00000003954	ENSMODG00000012808	ENSMEUG00000000759	Locus_4038_Transcript_26/29_Confidence_0.036_Length_4965
ENSSHAG00000003955	ENSMODG00000019221	ENSMEUG00000002315	Locus_8996_Transcript_11/93_Confidence_0.176_Length_2558
ENSSHAG00000003956	ENSMODG00000008735	ENSMEUG00000014429	Locus_2895_Transcript_5/11_Confidence_0.429_Length_6934
ENSSHAG00000003957	ENSMODG00000012037	ENSMEUG00000006937	Locus_15432_Transcript_2/4_Confidence_0.600_Length_7812
ENSSHAG00000003958	ENSMODG00000007860	ENSMEUG00000002570	Locus_94214_Transcript_2/3_Confidence_0.750_Length_2321
ENSSHAG00000003960	ENSMODG00000019045	ENSMEUG00000012955	Locus_16779_Transcript_11/15_Confidence_0.526_Length_1849
ENSSHAG00000003962	ENSMODG00000015065	ENSMEUG00000016485	Locus_6997_Transcript_16/18_Confidence_0.500_Length_4766
ENSSHAG00000003963	ENSMODG00000008731	ENSMEUG00000012839	Locus_1154_Transcript_18/24_Confidence_0.436_Length_748
ENSSHAG00000003965	ENSMODG00000002213	ENSMEUG00000004314	Locus_14900_Transcript_36/46_Confidence_0.196_Length_3576
ENSSHAG00000003966	ENSMODG00000012637	ENSMEUG00000001366	NA
ENSSHAG00000003969	ENSMODG00000015275	ENSMEUG00000006783	Locus_31923_Transcript_19/39_Confidence_0.362_Length_4007
ENSSHAG00000003970	ENSMODG00000007931	ENSMEUG00000002446	Locus_11665_Transcript_11/14_Confidence_0.571_Length_1328
ENSSHAG00000003972	ENSMODG00000009647	ENSMEUG00000012691	Locus_172_Transcript_82/107_Confidence_0.053_Length_5472
ENSSHAG00000003973	ENSMODG00000020215	ENSMEUG00000011106	Locus_18311_Transcript_1/2_Confidence_0.333_Length_1033
ENSSHAG00000003976	ENSMODG00000008502	ENSMEUG00000010091	Locus_140488_Transcript_1/2_Confidence_0.333_Length_686
ENSSHAG00000003978	NA	ENSMEUG00000005320	Locus_4991_Transcript_53/54_Confidence_0.143_Length_6280
ENSSHAG00000003979	ENSMODG00000011980	ENSMEUG00000010190	Locus_3560_Transcript_6/18_Confidence_0.194_Length_2045
ENSSHAG00000003980	ENSMODG00000012785	ENSMEUG00000006952	NA
ENSSHAG00000003981	ENSMODG00000003245	ENSMEUG00000008643	Locus_851_Transcript_27/70_Confidence_0.358_Length_3111
ENSSHAG00000003982	ENSMODG00000006602	ENSMEUG00000012668	Locus_4519_Transcript_1/5_Confidence_0.955_Length_4862
ENSSHAG00000003984	ENSMODG00000002194	ENSMEUG00000001029	Locus_2640_Transcript_11/36_Confidence_0.220_Length_5035
ENSSHAG00000003986	ENSMODG00000017669	ENSMEUG00000004643	NA
ENSSHAG00000003987	ENSMODG00000016467	ENSMEUG00000008488	Locus_8801_Transcript_5/10_Confidence_0.167_Length_1491
ENSSHAG00000003988	ENSMODG00000010220	ENSMEUG00000000953	Locus_14124_Transcript_11/25_Confidence_0.169_Length_1169
ENSSHAG00000003989	ENSMODG00000023812	ENSMEUG00000002918	NA
ENSSHAG00000003991	ENSMODG00000018388	ENSMEUG00000003375	Locus_6732_Transcript_1/10_Confidence_0.615_Length_1112
ENSSHAG00000003992	ENSMODG00000010576	NA	Locus_58775_Transcript_5/6_Confidence_0.818_Length_2349
ENSSHAG00000003995	ENSMODG00000014714	ENSMEUG00000000527	Locus_25618_Transcript_1/4_Confidence_0.500_Length_2272
ENSSHAG00000003996	ENSMODG00000029244	ENSMEUG00000001472	NA
ENSSHAG00000003997	ENSMODG00000025467	ENSMEUG00000009468	Locus_19377_Transcript_55/55_Confidence_0.047_Length_1162
ENSSHAG00000003998	ENSMODG00000006962	ENSMEUG00000008942	Locus_7890_Transcript_65/150_Confidence_0.176_Length_2175
ENSSHAG00000003999	ENSMODG00000015872	ENSMEUG00000012382	NA
ENSSHAG00000004000	ENSMODG00000015780	ENSMEUG00000008304	Locus_79461_Transcript_4/7_Confidence_0.571_Length_1814
ENSSHAG00000004001	ENSMODG00000011986	ENSMEUG00000012891	NA
ENSSHAG00000004002	ENSMODG00000019582	ENSMEUG00000015136	Locus_11544_Transcript_1/1_Confidence_0.000_Length_1990
ENSSHAG00000004004	ENSMODG00000019857	ENSMEUG00000005025	Locus_1313_Transcript_44/82_Confidence_0.053_Length_3907
ENSSHAG00000004005	ENSMODG00000001933	NA	Locus_109632_Transcript_1/3_Confidence_0.333_Length_4708
ENSSHAG00000004006	ENSMODG00000000630	ENSMEUG00000012045	Locus_14406_Transcript_18/24_Confidence_0.057_Length_2150
ENSSHAG00000004007	NA	ENSMEUG00000005513	Locus_6409_Transcript_37/74_Confidence_0.065_Length_1784
ENSSHAG00000004009	ENSMODG00000003261	ENSMEUG00000005372	Locus_10758_Transcript_12/21_Confidence_0.294_Length_2320
ENSSHAG00000004010	ENSMODG00000025458	ENSMEUG00000008629	NA
ENSSHAG00000004011	ENSMODG00000016696	ENSMEUG00000000981	Locus_10316_Transcript_6/21_Confidence_0.440_Length_2007
ENSSHAG00000004013	ENSMODG00000004204	ENSMEUG00000004853	Locus_25321_Transcript_6/7_Confidence_0.308_Length_2341
ENSSHAG00000004015	ENSMODG00000008752	ENSMEUG00000013173	NA
ENSSHAG00000004016	ENSMODG00000007122	NA	Locus_4247_Transcript_11/52_Confidence_0.127_Length_9216
ENSSHAG00000004019	ENSMODG00000003969	ENSMEUG00000015163	Locus_5621_Transcript_4/6_Confidence_0.500_Length_3586
ENSSHAG00000004021	ENSMODG00000017238	ENSMEUG00000016138	Locus_3515_Transcript_1/12_Confidence_0.611_Length_4213
ENSSHAG00000004023	ENSMODG00000003521	ENSMEUG00000008156	Locus_21857_Transcript_86/89_Confidence_0.018_Length_4322
ENSSHAG00000004026	ENSMODG00000008527	ENSMEUG00000008672	NA
ENSSHAG00000004027	NA	ENSMEUG00000006084	Locus_12771_Transcript_1/7_Confidence_0.556_Length_4601
ENSSHAG00000004029	ENSMODG00000007234	ENSMEUG00000010720	NA
ENSSHAG00000004030	ENSMODG00000004414	NA	Locus_16219_Transcript_7/24_Confidence_0.078_Length_1928
ENSSHAG00000004031	ENSMODG00000013253	ENSMEUG00000003897	Locus_7320_Transcript_30/39_Confidence_0.112_Length_1772
ENSSHAG00000004032	ENSMODG00000020900	ENSMEUG00000004703	Locus_637_Transcript_57/83_Confidence_0.114_Length_6304
ENSSHAG00000004033	ENSMODG00000013708	NA	Locus_142789_Transcript_3/5_Confidence_0.429_Length_2735
ENSSHAG00000004034	ENSMODG00000010287	NA	Locus_8753_Transcript_10/10_Confidence_0.100_Length_2814
ENSSHAG00000004035	ENSMODG00000008313	ENSMEUG00000008028	Locus_5739_Transcript_4/10_Confidence_0.636_Length_7971
ENSSHAG00000004036	ENSMODG00000009469	ENSMEUG00000016719	Locus_10161_Transcript_21/112_Confidence_0.033_Length_4267
ENSSHAG00000004038	ENSMODG00000005131	ENSMEUG00000015734	Locus_88_Transcript_13473/16303_Confidence_0.000_Length_2850
ENSSHAG00000004040	ENSMODG00000003711	ENSMEUG00000011026	NA
ENSSHAG00000004041	ENSMODG00000002658	NA	Locus_1239_Transcript_2/6_Confidence_0.625_Length_3101
ENSSHAG00000004042	ENSMODG00000008092	ENSMEUG00000003437	Locus_3076_Transcript_10/29_Confidence_0.405_Length_8435
ENSSHAG00000004043	ENSMODG00000018767	ENSMEUG00000003272	Locus_20895_Transcript_5/11_Confidence_0.615_Length_1747
ENSSHAG00000004045	ENSMODG00000019137	ENSMEUG00000015745	Locus_15401_Transcript_22/24_Confidence_0.316_Length_1827
ENSSHAG00000004046	ENSMODG00000011055	ENSMEUG00000006076	Locus_10343_Transcript_11/62_Confidence_0.190_Length_2912
ENSSHAG00000004048	ENSMODG00000002394	NA	Locus_10974_Transcript_1/7_Confidence_0.571_Length_1314
ENSSHAG00000004049	ENSMODG00000006873	ENSMEUG00000005845	Locus_3446_Transcript_13/20_Confidence_0.278_Length_4468
ENSSHAG00000004050	ENSMODG00000003802	ENSMEUG00000004232	Locus_1433_Transcript_10/85_Confidence_0.072_Length_7361
ENSSHAG00000004051	NA	ENSMEUG00000011358	Locus_113494_Transcript_1/1_Confidence_0.000_Length_1293
ENSSHAG00000004052	ENSMODG00000007078	ENSMEUG00000014986	Locus_12618_Transcript_16/22_Confidence_0.120_Length_1631
ENSSHAG00000004053	ENSMODG00000006705	ENSMEUG00000012108	Locus_62486_Transcript_3/9_Confidence_0.611_Length_1692
ENSSHAG00000004054	NA	ENSMEUG00000009190	Locus_59447_Transcript_5/5_Confidence_0.406_Length_1890
ENSSHAG00000004055	ENSMODG00000013284	ENSMEUG00000015497	Locus_23557_Transcript_12/18_Confidence_0.227_Length_2426
ENSSHAG00000004056	ENSMODG00000027603	ENSMEUG00000011585	Locus_9806_Transcript_10/31_Confidence_0.486_Length_3546
ENSSHAG00000004057	ENSMODG00000012748	ENSMEUG00000014542	Locus_1915_Transcript_20/56_Confidence_0.105_Length_4668
ENSSHAG00000004058	ENSMODG00000011682	ENSMEUG00000008003	Locus_7313_Transcript_13/45_Confidence_0.026_Length_2090
ENSSHAG00000004059	ENSMODG00000022848	ENSMEUG00000016646	Locus_254_Transcript_51/68_Confidence_0.018_Length_1231
ENSSHAG00000004061	ENSMODG00000007229	ENSMEUG00000009434	NA
ENSSHAG00000004064	ENSMODG00000018290	ENSMEUG00000008599	Locus_755_Transcript_10/15_Confidence_0.214_Length_3512
ENSSHAG00000004065	ENSMODG00000024098	ENSMEUG00000005537	Locus_8547_Transcript_100/140_Confidence_0.126_Length_6081
ENSSHAG00000004066	ENSMODG00000005863	ENSMEUG00000016064	Locus_8496_Transcript_11/48_Confidence_0.270_Length_749
ENSSHAG00000004067	ENSMODG00000014608	ENSMEUG00000010714	NA
ENSSHAG00000004068	ENSMODG00000004370	ENSMEUG00000009377	Locus_12012_Transcript_1/1_Confidence_0.000_Length_1930
ENSSHAG00000004069	ENSMODG00000010510	ENSMEUG00000000587	Locus_5159_Transcript_11/21_Confidence_0.385_Length_7107
ENSSHAG00000004070	ENSMODG00000000370	NA	Locus_9726_Transcript_2/3_Confidence_0.333_Length_1315
ENSSHAG00000004071	ENSMODG00000020729	ENSMEUG00000006837	Locus_141122_Transcript_1/1_Confidence_0.000_Length_1719
ENSSHAG00000004072	ENSMODG00000021065	ENSMEUG00000012043	Locus_12278_Transcript_1/24_Confidence_0.133_Length_2721
ENSSHAG00000004075	ENSMODG00000003486	ENSMEUG00000013466	Locus_3682_Transcript_3/91_Confidence_0.193_Length_3592
ENSSHAG00000004078	ENSMODG00000023128	NA	Locus_7497_Transcript_10/23_Confidence_0.065_Length_680
ENSSHAG00000004079	ENSMODG00000025486	ENSMEUG00000000153	Locus_14431_Transcript_21/24_Confidence_0.152_Length_1145
ENSSHAG00000004080	ENSMODG00000008248	ENSMEUG00000007838	Locus_131_Transcript_16/39_Confidence_0.250_Length_5986
ENSSHAG00000004082	ENSMODG00000001371	ENSMEUG00000011189	Locus_1727_Transcript_45/85_Confidence_0.288_Length_3731
ENSSHAG00000004083	ENSMODG00000023470	NA	Locus_32209_Transcript_4/7_Confidence_0.286_Length_5428
ENSSHAG00000004084	ENSMODG00000004241	NA	Locus_33930_Transcript_3/6_Confidence_0.857_Length_947
ENSSHAG00000004086	ENSMODG00000010936	ENSMEUG00000002931	Locus_88_Transcript_1128/16303_Confidence_0.001_Length_2869
ENSSHAG00000004087	ENSMODG00000027717	ENSMEUG00000004117	Locus_34171_Transcript_3/3_Confidence_0.925_Length_1208
ENSSHAG00000004088	ENSMODG00000025259	ENSMEUG00000003889	Locus_14882_Transcript_10/25_Confidence_0.481_Length_3584
ENSSHAG00000004089	ENSMODG00000004777	ENSMEUG00000004876	Locus_16200_Transcript_10/11_Confidence_0.467_Length_3550
ENSSHAG00000004090	ENSMODG00000024050	ENSMEUG00000000525	Locus_22140_Transcript_11/21_Confidence_0.741_Length_2945
ENSSHAG00000004092	ENSMODG00000016305	ENSMEUG00000009412	NA
