gene	description	total	composite.snps.afchange.top.genes.200000bp	composite.snps.timeseries.top.genes.200000bp
ENSSHAG00000014043	1	ribosomal protein S19 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:28749]	1	0
ENSSHAG00000002590	1	THAP domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23187]	1	0
ENSSHAG00000018079	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0X6]	0	1
ENSSHAG00000018277	1	nuclear factor, erythroid 2-like 2 [Source:HGNC Symbol;Acc:HGNC:7782]	0	1
ENSSHAG00000005483	1	cortactin [Source:HGNC Symbol;Acc:HGNC:3338]	1	0
ENSSHAG00000008968	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4N2]	1	0
ENSSHAG00000018279	2	piwi-like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]	1	1
ENSSHAG00000018387	1	gap junction protein, alpha 8, 50kDa [Source:HGNC Symbol;Acc:HGNC:4281]	1	0
ENSSHAG00000018386	2	solute carrier family 39 (zinc transporter), member 14 [Source:HGNC Symbol;Acc:HGNC:20858]	1	1
ENSSHAG00000018385	1	coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:HGNC:28095]	1	0
ENSSHAG00000005007	2	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:HGNC:5147]	1	1
ENSSHAG00000018389	2	adenylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:361]	1	1
ENSSHAG00000002065	1	interleukin 2 [Source:HGNC Symbol;Acc:HGNC:6001]	1	0
ENSSHAG00000010665	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WAJ8]	1	1
ENSSHAG00000010666	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WAJ9]	1	0
ENSSHAG00000010667	1	prominin 2 [Source:HGNC Symbol;Acc:HGNC:20685]	1	0
ENSSHAG00000010661	1	SET and MYND domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20986]	0	1
ENSSHAG00000003019	1	FK506 binding protein 1B, 12.6 kDa [Source:HGNC Symbol;Acc:HGNC:3712]	0	1
ENSSHAG00000014393	2	kelch domain containing 8A [Source:HGNC Symbol;Acc:HGNC:25573]	1	1
ENSSHAG00000009969	1	regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]	0	1
ENSSHAG00000009965	1	sirtuin 6 [Source:HGNC Symbol;Acc:HGNC:14934]	1	0
ENSSHAG00000002118	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VGT3]	1	0
ENSSHAG00000002448	1		1	0
ENSSHAG00000002442	1	REC8 meiotic recombination protein [Source:HGNC Symbol;Acc:HGNC:16879]	1	0
ENSSHAG00000002446	1	deafness, autosomal recessive 31 [Source:HGNC Symbol;Acc:HGNC:16361]	0	1
ENSSHAG00000014159	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WMJ0]	0	1
ENSSHAG00000002281	1	chromosome 2 open reading frame 44 [Source:HGNC Symbol;Acc:HGNC:26157]	0	1
ENSSHAG00000017603	2	C1q and tumor necrosis factor related protein 4 [Source:HGNC Symbol;Acc:HGNC:14346]	1	1
ENSSHAG00000011431	1	rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]	1	0
ENSSHAG00000014157	1	complement factor D (adipsin) [Source:HGNC Symbol;Acc:HGNC:2771]	1	0
ENSSHAG00000011927	1	required for meiotic nuclear division 5 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25850]	0	1
ENSSHAG00000012823	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WHX0]	1	0
ENSSHAG00000017571	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZ63]	1	1
ENSSHAG00000008438	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2U6]	0	1
ENSSHAG00000008439	1	neuron navigator 2 [Source:HGNC Symbol;Acc:HGNC:15997]	0	1
ENSSHAG00000002845	2	carcinoembryonic antigen-related cell adhesion molecule 16 [Source:HGNC Symbol;Acc:HGNC:31948]	1	1
ENSSHAG00000003539	2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:13528]	1	1
ENSSHAG00000013150	1	tripartite motif containing 7 [Source:HGNC Symbol;Acc:HGNC:16278]	0	1
ENSSHAG00000008434	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2U1]	1	1
ENSSHAG00000008435	1	opsin 4 [Source:HGNC Symbol;Acc:HGNC:14449]	1	0
ENSSHAG00000003533	1	protein phosphatase 5, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9322]	0	1
ENSSHAG00000003887	1	myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]	1	0
ENSSHAG00000006612	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VWQ2]	1	0
ENSSHAG00000014715	1	DALR anticodon binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25536]	1	0
ENSSHAG00000007743	1	S100 calcium binding protein Z [Source:HGNC Symbol;Acc:HGNC:30367]	1	0
ENSSHAG00000007742	1	beta-1,4-N-acetyl-galactosaminyl transferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]	1	0
ENSSHAG00000007741	2	tocopherol (alpha) transfer protein-like [Source:HGNC Symbol;Acc:HGNC:16114]	1	1
ENSSHAG00000010094	1	transmembrane protein 219 [Source:HGNC Symbol;Acc:HGNC:25201]	0	1
ENSSHAG00000010417	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W9Q3]	1	0
ENSSHAG00000016718	1	oxoglutarate (alpha-ketoglutarate) dehydrogenase (lipoamide) [Source:HGNC Symbol;Acc:HGNC:8124]	1	0
ENSSHAG00000006433	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VW47]	1	0
ENSSHAG00000003156	1	vacuolar protein sorting 35 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:13487]	0	1
ENSSHAG00000006434	1	sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]	1	0
ENSSHAG00000006438	1	dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]	1	0
ENSSHAG00000000627	2	von Willebrand factor A domain containing 5A [Source:HGNC Symbol;Acc:HGNC:6658]	1	1
ENSSHAG00000000994	1	proteasome (prosome, macropain) activator subunit 2 (PA28 beta) [Source:HGNC Symbol;Acc:HGNC:9569]	1	0
ENSSHAG00000003948	2	B-cell CLL/lymphoma 3 [Source:HGNC Symbol;Acc:HGNC:998]	1	1
ENSSHAG00000010383	1	Epstein-Barr virus induced 3 [Source:HGNC Symbol;Acc:HGNC:3129]	1	0
ENSSHAG00000017173	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WXU1]	0	1
ENSSHAG00000010380	1	coiled-coil and C2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:30237]	1	0
ENSSHAG00000000629	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VBZ9]	0	1
ENSSHAG00000003083	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VK05]	0	1
ENSSHAG00000014570	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNZ0]	1	0
ENSSHAG00000007523	1	chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944]	0	1
ENSSHAG00000007522	1	thymocyte selection-associated high mobility group box [Source:HGNC Symbol;Acc:HGNC:18988]	0	1
ENSSHAG00000007520	1	lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]	0	1
ENSSHAG00000017377	2	solute carrier family 39 (zinc transporter), member 13 [Source:HGNC Symbol;Acc:HGNC:20859]	1	1
ENSSHAG00000010894	1	myeloid cell leukemia 1 [Source:HGNC Symbol;Acc:HGNC:6943]	0	1
ENSSHAG00000007529	1	piezo-type mechanosensitive ion channel component 1 [Source:HGNC Symbol;Acc:HGNC:28993]	1	0
ENSSHAG00000003714	1	synaptosomal-associated protein, 91kDa [Source:HGNC Symbol;Acc:HGNC:14986]	0	1
ENSSHAG00000003712	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VM07]	1	0
ENSSHAG00000017393	2	proteasome (prosome, macropain) 26S subunit, ATPase, 3 [Source:HGNC Symbol;Acc:HGNC:9549]	1	1
ENSSHAG00000017397	1	phosphatidic acid phosphatase type 2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:25026]	0	1
ENSSHAG00000010879	2	nitrogen permease regulator-like 3 (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:14124]	1	1
ENSSHAG00000007254	2	Sin3A-associated protein, 18kDa [Source:HGNC Symbol;Acc:HGNC:10530]	1	1
ENSSHAG00000017719	2	coenzyme Q10 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25819]	1	1
ENSSHAG00000017714	2	FK506 binding protein 15, 133kDa [Source:HGNC Symbol;Acc:HGNC:23397]	1	1
ENSSHAG00000013270	1	tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]	1	0
ENSSHAG00000013271	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WJG8]	1	0
ENSSHAG00000007417	1	G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]	0	1
ENSSHAG00000017710	1	KIAA1324 [Source:HGNC Symbol;Acc:HGNC:29618]	1	0
ENSSHAG00000008275	1	protease, serine, 57 [Source:HGNC Symbol;Acc:HGNC:31397]	1	0
ENSSHAG00000005680	1	BCL2-associated athanogene 2 [Source:HGNC Symbol;Acc:HGNC:938]	0	1
ENSSHAG00000007336	2	keratinocyte differentiation-associated protein [Source:HGNC Symbol;Acc:HGNC:16313]	1	1
ENSSHAG00000006130	2	DEXH (Asp-Glu-X-His) box polypeptide 58 [Source:HGNC Symbol;Acc:HGNC:29517]	1	1
ENSSHAG00000000170	2	tripartite motif containing 10 [Source:HGNC Symbol;Acc:HGNC:10072]	1	1
ENSSHAG00000000174	1	BCL2-related ovarian killer [Source:HGNC Symbol;Acc:HGNC:1087]	1	0
ENSSHAG00000000179	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VAK9]	1	1
ENSSHAG00000017950	1	G protein-coupled receptor 179 [Source:HGNC Symbol;Acc:HGNC:31371]	1	0
ENSSHAG00000015899	1	adducin 3 (gamma) [Source:HGNC Symbol;Acc:HGNC:245]	0	1
ENSSHAG00000000372	1	splicing factor 3b, subunit 3, 130kDa [Source:HGNC Symbol;Acc:HGNC:10770]	0	1
ENSSHAG00000000371	1	RELT-like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	0	1
ENSSHAG00000001716	2	transmembrane protein 120B [Source:HGNC Symbol;Acc:HGNC:32008]	1	1
ENSSHAG00000001714	1	interferon regulatory factor 6 [Source:HGNC Symbol;Acc:HGNC:6121]	0	1
ENSSHAG00000013499	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WK89]	0	1
ENSSHAG00000001712	1	interleukin enhancer binding factor 3, 90kDa [Source:HGNC Symbol;Acc:HGNC:6038]	1	0
ENSSHAG00000011173	1	galactose-3-O-sulfotransferase 4 [Source:HGNC Symbol;Acc:HGNC:24145]	0	1
ENSSHAG00000017004	2	ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:HGNC Symbol;Acc:HGNC:806]	1	1
ENSSHAG00000007482	1	coiled-coil domain containing 96 [Source:HGNC Symbol;Acc:HGNC:26900]	0	1
ENSSHAG00000017009	1	arginine vasopressin receptor 1B [Source:HGNC Symbol;Acc:HGNC:896]	1	0
ENSSHAG00000017008	1	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	0	1
ENSSHAG00000016534	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WVL5]	1	0
ENSSHAG00000016532	1	phosphodiesterase 6A, cGMP-specific, rod, alpha [Source:HGNC Symbol;Acc:HGNC:8785]	1	0
ENSSHAG00000001804	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VFS4]	1	0
ENSSHAG00000016023	1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]	1	0
ENSSHAG00000012015	1	ataxin 2-like [Source:HGNC Symbol;Acc:HGNC:31326]	0	1
ENSSHAG00000012010	1	THAP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23188]	1	0
ENSSHAG00000012012	1	ovochymase 1 [Source:HGNC Symbol;Acc:HGNC:23080]	0	1
ENSSHAG00000005378	2	KRI1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25769]	1	1
ENSSHAG00000009365	2	GrpE-like 2, mitochondrial (E. coli) [Source:HGNC Symbol;Acc:HGNC:21060]	1	1
ENSSHAG00000009363	2	DEAD (Asp-Glu-Ala-Asp) box helicase 1 [Source:HGNC Symbol;Acc:HGNC:2734]	1	1
ENSSHAG00000015941	1	cytochrome c oxidase subunit Va [Source:HGNC Symbol;Acc:HGNC:2267]	0	1
ENSSHAG00000004293	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VNZ2]	1	1
ENSSHAG00000009368	1	chromosome 19 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:34354]	1	0
ENSSHAG00000011025	1	caseinolytic mitochondrial matrix peptidase chaperone subunit [Source:HGNC Symbol;Acc:HGNC:2088]	0	1
ENSSHAG00000017671	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WZI1]	0	1
ENSSHAG00000010528	1	ret proto-oncogene [Source:HGNC Symbol;Acc:HGNC:9967]	0	1
ENSSHAG00000010527	1	leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]	0	1
ENSSHAG00000012631	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WH90]	1	0
ENSSHAG00000012709	1	zinc finger, DHHC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:17916]	1	0
ENSSHAG00000013123	1	glutamate decarboxylase-like 1 [Source:HGNC Symbol;Acc:HGNC:27949]	1	0
ENSSHAG00000013652	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WKS7]	1	0
ENSSHAG00000013654	1	PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]	0	1
ENSSHAG00000016447	1	proline synthetase co-transcribed homolog (bacterial) [Source:HGNC Symbol;Acc:HGNC:9457]	0	1
ENSSHAG00000013124	1	bone morphogenetic protein 6 [Source:HGNC Symbol;Acc:HGNC:1073]	0	1
ENSSHAG00000016445	1	T-cell leukemia translocation altered [Source:HGNC Symbol;Acc:HGNC:11692]	0	1
ENSSHAG00000011020	1	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]	0	1
ENSSHAG00000015432	1	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	1	0
ENSSHAG00000011023	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WBT3]	1	0
ENSSHAG00000004502	1	myosin light chain kinase 3 [Source:HGNC Symbol;Acc:HGNC:29826]	0	1
ENSSHAG00000004507	1	transglutaminase 1 [Source:HGNC Symbol;Acc:HGNC:11777]	1	0
ENSSHAG00000006921	1	alpha tubulin acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21186]	0	1
ENSSHAG00000008350	1	outer dense fiber of sperm tails 3-like 1 [Source:HGNC Symbol;Acc:HGNC:28735]	1	0
ENSSHAG00000006927	1	solute carrier family 41 (magnesium transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:31045]	0	1
ENSSHAG00000016847	1	T-cell leukemia homeobox 2 [Source:HGNC Symbol;Acc:HGNC:5057]	0	1
ENSSHAG00000016844	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WWP0]	1	0
ENSSHAG00000008359	1	phosphate cytidylyltransferase 1, choline, alpha [Source:HGNC Symbol;Acc:HGNC:8754]	0	1
ENSSHAG00000009174	2	fat mass and obesity associated [Source:HGNC Symbol;Acc:HGNC:24678]	1	1
ENSSHAG00000010410	1	eukaryotic translation initiation factor 2 alpha kinase 4 [Source:HGNC Symbol;Acc:HGNC:19687]	0	1
ENSSHAG00000012525	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WGW8]	1	1
ENSSHAG00000012524	1	Ras-like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]	1	0
ENSSHAG00000009847	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W7Q1]	1	1
ENSSHAG00000015892	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WTG5]	1	0
ENSSHAG00000016177	1	cytotoxic T-lymphocyte-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:2505]	1	0
ENSSHAG00000018862	1	cysteine conjugate-beta lyase, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:1564]	0	1
ENSSHAG00000015540	1	xylosyltransferase I [Source:HGNC Symbol;Acc:HGNC:15516]	1	0
ENSSHAG00000018861	2	tRNA nucleotidyl transferase, CCA-adding, 1 [Source:HGNC Symbol;Acc:HGNC:17341]	1	1
ENSSHAG00000018867	2	cereblon [Source:HGNC Symbol;Acc:HGNC:30185]	1	1
ENSSHAG00000004613	2	zinc finger protein 215 [Source:HGNC Symbol;Acc:HGNC:13007]	1	1
ENSSHAG00000009840	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W7P2]	0	1
ENSSHAG00000008191	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W211]	1	0
ENSSHAG00000015381	1	ubiquitin-like modifier activating enzyme 5 [Source:HGNC Symbol;Acc:HGNC:23230]	1	0
ENSSHAG00000010095	1	SCL/TAL1 interrupting locus [Source:HGNC Symbol;Acc:HGNC:10879]	0	1
ENSSHAG00000010707	1	ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	0	1
ENSSHAG00000010705	1		1	0
ENSSHAG00000013878	1	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20 [Source:HGNC Symbol;Acc:HGNC:1421]	1	0
ENSSHAG00000010702	1	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]	1	0
ENSSHAG00000002619	1	importin 4 [Source:HGNC Symbol;Acc:HGNC:19426]	1	0
ENSSHAG00000004875	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VQX5]	1	0
ENSSHAG00000015366	1	microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]	1	0
ENSSHAG00000005088	1	rearranged L-myc fusion [Source:HGNC Symbol;Acc:HGNC:10025]	1	0
ENSSHAG00000004878	1	coagulation factor XI [Source:HGNC Symbol;Acc:HGNC:3529]	1	0
ENSSHAG00000008283	1	protein inhibitor of activated STAT, 4 [Source:HGNC Symbol;Acc:HGNC:17002]	1	0
ENSSHAG00000008282	1	protein phosphatase 6, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9323]	1	0
ENSSHAG00000005672	1	bone morphogenetic protein receptor, type IA [Source:HGNC Symbol;Acc:HGNC:1076]	1	0
ENSSHAG00000005903	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VUD7]	1	1
ENSSHAG00000015111	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WQU3]	0	1
ENSSHAG00000008998	1	ATP-binding cassette, sub-family A (ABC1), member 2 [Source:HGNC Symbol;Acc:HGNC:32]	0	1
ENSSHAG00000008994	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W4R3]	1	0
ENSSHAG00000011966	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WEY6]	1	1
ENSSHAG00000008991	1	fibroblast growth factor 22 [Source:HGNC Symbol;Acc:HGNC:3679]	1	0
ENSSHAG00000008990	1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 13 [Source:HGNC Symbol;Acc:HGNC:9558]	1	0
ENSSHAG00000011731	1	enoyl-CoA, hydratase/3-hydroxyacyl CoA dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3247]	0	1
ENSSHAG00000018043	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0T2]	1	0
ENSSHAG00000018048	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3X0T7]	1	0
ENSSHAG00000014441	1	cholinergic receptor, muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]	0	1
ENSSHAG00000008971	1	ADAM metallopeptidase with thrombospondin type 1 motif, 6 [Source:HGNC Symbol;Acc:HGNC:222]	0	1
ENSSHAG00000005496	1	vacuolar protein sorting 13 homolog D (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:23595]	0	1
ENSSHAG00000005499	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VT11]	1	1
ENSSHAG00000018283	1	V-set domain containing T cell activation inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28873]	0	1
ENSSHAG00000005872	1	transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]	0	1
ENSSHAG00000018442	1	Ca++-dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	0	1
ENSSHAG00000005875	1	polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]	1	0
ENSSHAG00000004971	1	interleukin 34 [Source:HGNC Symbol;Acc:HGNC:28529]	0	1
ENSSHAG00000004970	1	ubiquitin-conjugating enzyme E2M [Source:HGNC Symbol;Acc:HGNC:12491]	1	0
ENSSHAG00000010679	2	promyelocytic leukemia [Source:HGNC Symbol;Acc:HGNC:9113]	1	1
ENSSHAG00000010672	1	Fructose-bisphosphate aldolase  [Source:UniProtKB/TrEMBL;Acc:G3WAK9]	0	1
ENSSHAG00000009001	1	adenosine deaminase [Source:HGNC Symbol;Acc:HGNC:186]	1	0
ENSSHAG00000006287	1	SEC16 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:29006]	0	1
ENSSHAG00000014388	1	double C2-like domains, beta [Source:HGNC Symbol;Acc:HGNC:2986]	1	0
ENSSHAG00000014383	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WNA4]	1	0
ENSSHAG00000014381	1	tRNA methyltransferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25980]	1	0
ENSSHAG00000018141	1	CD101 molecule [Source:HGNC Symbol;Acc:HGNC:5949]	0	1
ENSSHAG00000005701	1	ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]	1	0
ENSSHAG00000010047	1	N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:14526]	0	1
ENSSHAG00000005708	1	interleukin 22 receptor, alpha 1 [Source:HGNC Symbol;Acc:HGNC:13700]	1	0
ENSSHAG00000002434	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU8]	1	1
ENSSHAG00000002433	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU7]	1	0
ENSSHAG00000002430	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VHU4]	0	1
ENSSHAG00000011429	1	leucine rich repeat containing 29 [Source:HGNC Symbol;Acc:HGNC:13605]	1	0
ENSSHAG00000006116	1	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:HGNC:2299]	0	1
ENSSHAG00000006110	1	protein kinase N2 [Source:HGNC Symbol;Acc:HGNC:9406]	1	0
ENSSHAG00000006113	1	transmembrane and coiled-coil domains 2 [Source:HGNC Symbol;Acc:HGNC:23312]	1	0
ENSSHAG00000015767	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3WT19]	0	1
ENSSHAG00000014142	1	PSMC3 interacting protein [Source:HGNC Symbol;Acc:HGNC:17928]	1	0
ENSSHAG00000011425	2	calcium channel, voltage-dependent, gamma subunit 2 [Source:HGNC Symbol;Acc:HGNC:1406]	1	1
ENSSHAG00000010269	1	HIRA interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:4917]	0	1
ENSSHAG00000015097	1	chromosome 14 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:19849]	1	0
ENSSHAG00000010261	1	zinc finger CCCH-type containing 7A [Source:HGNC Symbol;Acc:HGNC:30959]	0	1
ENSSHAG00000017542	1	sucrase-isomaltase (alpha-glucosidase) [Source:HGNC Symbol;Acc:HGNC:10856]	1	0
ENSSHAG00000017543	2	polymerase (DNA directed), epsilon 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:13546]	1	1
ENSSHAG00000018522	1	RAB35, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9774]	1	0
ENSSHAG00000007056	1	CXADR-like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039]	0	1
ENSSHAG00000008427	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2T3]	1	1
ENSSHAG00000008426	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W2T2]	1	0
ENSSHAG00000006737	2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VX53]	1	1
ENSSHAG00000006736	2	free fatty acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:4498]	1	1
ENSSHAG00000006730	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3VX45]	1	0
ENSSHAG00000009956	1	core-binding factor, beta subunit [Source:HGNC Symbol;Acc:HGNC:1539]	1	0
ENSSHAG00000009957	2	crystallin, gamma S [Source:HGNC Symbol;Acc:HGNC:2417]	1	1
ENSSHAG00000002548	1	vacuolar protein sorting 26 homolog A (S. pombe) [Source:HGNC Symbol;Acc:HGNC:12711]	1	0
ENSSHAG00000006602	1	peptidase domain containing associated with muscle regeneration 1 [Source:HGNC Symbol;Acc:HGNC:24554]	0	1
ENSSHAG00000007736	1	paralemmin [Source:HGNC Symbol;Acc:HGNC:8594]	1	0
ENSSHAG00000007737	1	cerebellin 3 precursor [Source:HGNC Symbol;Acc:HGNC:20146]	1	0
ENSSHAG00000007734	1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]	0	1
ENSSHAG00000007883	1	sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307]	1	0
ENSSHAG00000011346	1	tensin 4 [Source:HGNC Symbol;Acc:HGNC:24352]	0	1
ENSSHAG00000008852	1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3W495]	1	0
ENSSHAG00000002948	1	fucose-1-phosphate guanylyltransferase [Source:HGNC Symbol;Acc:HGNC:3825]	1	0
ENSSHAG00000002946	2	olfactory receptor, family 56, subfamily B, member 4 [Source:HGNC Symbol;Acc:HGNC:15248]	1	1
ENSSHAG00000018520	1	contactin 4 [Source:HGNC Symbol;Acc:HGNC:2174]	0	1
ENSSHAG00000002940	1	chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]	0	1
ENSSHAG00000008512	1	CD36 molecule (thrombospondin receptor) [Source:HGNC Symbol;Acc:HGNC:1663]	1	0
ENSSHAG00000003415	1	ribosomal protein S6 kinase, 90kDa, polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:10433]	1	0
ENSSHAG00000014968	1	calreticulin [Source:HGNC Symbol;Acc:HGNC:1455]	1	0
