ensembl_gene_id,likelihood,p0,f0,p1,f1,p2,f2,p3,f3,pval,p2a_2b,ID
ENSSHAG00000011442,-6481.88251,0.57076,0,0.39143,1,0.02243,220.14012,0.01538,220.14012,2.34064658260718e-05,0.03781,sig_wg
ENSSHAG00000011443,-4476.967559,0.61088,0.09269,0.31588,1,0.04828,6.66822,0.02496,6.66822,0.0122267789590516,0.07324,sig_wg
ENSSHAG00000011451,-2534.631213,0.96888,0.09715,0.02354,1,0.0074,146.57192,0.00018,146.57192,0.0158651011206384,0.00758,sig_wg
ENSSHAG00000011458,-1961.09594,0.62525,0.02481,0.30928,1,0.0438,135.11803,0.02167,135.11803,2.01521053771738e-07,0.06547,sig_wg
ENSSHAG00000011464,-8286.99497,0.80707,0.02679,0.17276,1,0.01662,999,0.00356,999,2.77382304227464e-10,0.02018,sig_wg
ENSSHAG00000011470,-21490.157712,0.83546,0.02932,0.12429,1,0.03504,192.35124,0.00521,192.35124,1.50322073342959e-12,0.04025,sig_wg
ENSSHAG00000011474,-2279.886031,0.94476,0.01625,0,1,0.05524,141.06877,0,141.06877,3.69932294456143e-16,0.05524,sig_wg
ENSSHAG00000011476,-3463.649496,0.70354,0.03024,0.12169,1,0.149,213.00057,0.02577,213.00057,4.19212318200688e-10,0.17477,sig_wg
ENSSHAG00000011484,-7662.860524,0.77023,0.03473,0.16339,1,0.05476,334.21519,0.01162,334.21519,7.82854580651007e-09,0.06638,sig_wg
ENSSHAG00000011485,-6686.735069,0.87387,0.07871,0.11451,1,0.01027,998.99663,0.00135,998.99663,1.76567175782386e-06,0.01162,sig_wg
ENSSHAG00000011492,-8989.167913,0.8407,0.18264,0.11844,1,0.03582,999,0.00505,999,3.69696597275631e-48,0.04087,sig_wg
ENSSHAG00000011495,-9544.309671,0.84046,0.13768,0.12719,1,0.0281,68.69491,0.00425,68.69491,1.15782021402062e-18,0.03235,sig_wg
ENSSHAG00000011500,-7487.934685,0.63461,0.03756,0.33966,1,0.01676,10.10119,0.00897,10.10119,0.0260134592489232,0.02573,sig_wg
ENSSHAG00000011502,-3396.397754,0.98499,0.02058,0,1,0.01501,78.93359,0,78.93359,2.27818358871684e-05,0.01501,sig_wg
ENSSHAG00000011511,-669.923938,0.89291,0,0,1,0.10709,114.67594,0,114.67594,5.39692430176489e-06,0.10709,sig_wg
ENSSHAG00000011515,-7536.280649,0.856,0.04475,0.11031,1,0.02984,425.65476,0.00385,425.65476,4.23407916906712e-17,0.03369,sig_wg
ENSSHAG00000011530,-17792.215682,0.90573,0.023,0.08075,1,0.01242,999,0.00111,999,3.12885072380485e-23,0.01353,sig_wg
ENSSHAG00000011531,-2928.317761,0.94174,0.06989,0.05826,1,0,1,0,1,0.0134678881419146,0,sig_wg
ENSSHAG00000011545,-2442.684559,0.84905,0.05677,0.05929,1,0.08568,8.70927,0.00598,8.70927,0.0261338366775897,0.09166,sig_wg
ENSSHAG00000011547,-9232.191799,0.67339,0.0675,0.26947,1,0.04081,998.97204,0.01633,998.97204,7.59657467780775e-13,0.05714,sig_wg
ENSSHAG00000011553,-10296.734938,0.79144,0.01923,0.19189,1,0.01342,998.99968,0.00325,998.99968,9.39319797035154e-12,0.01667,sig_wg
ENSSHAG00000011558,-1958.962461,0.95132,0.03238,0.04868,1,0,1,0,1,0.00595500458730055,0,sig_wg
ENSSHAG00000011565,-4286.22255,0.71215,0.11927,0.26828,1,0.01421,134.19277,0.00535,134.19277,0.000412026839357517,0.01956,sig_wg
ENSSHAG00000011567,-4110.687858,0.86219,0.02247,0.07126,1,0.06148,91.24935,0.00508,91.24935,1.1868114220451e-20,0.06656,sig_wg
ENSSHAG00000011580,-9876.409607,0.69067,0.02859,0.17765,1,0.10474,473.21196,0.02694,473.21196,6.54511415968356e-31,0.13168,sig_wg
ENSSHAG00000011584,-3759.475054,0.85008,0.02815,0.08618,1,0.05787,853.95524,0.00587,853.95524,1.01479210938513e-16,0.06374,sig_wg
ENSSHAG00000011585,-2346.576425,0.72241,0.0091,0.21804,1,0.04574,164.2903,0.01381,164.2903,1.07543896295821e-10,0.05955,sig_wg
ENSSHAG00000011600,-8054.124336,0.91636,0.01311,0.06743,1,0.0151,999,0.00111,999,1.34987744906399e-11,0.01621,sig_wg
ENSSHAG00000011601,-1663.173243,0.66188,0.16404,0.24817,1,0.06542,40.28083,0.02453,40.28083,7.91038039054104e-07,0.08995,sig_wg
ENSSHAG00000011604,-5988.246003,0.84661,0.02797,0.12738,1,0.02261,711.98704,0.0034,711.98704,1.14647609507921e-17,0.02601,sig_wg
ENSSHAG00000011605,-2871.630754,0.94329,0.05191,0.04577,1,0.01043,998.99836,0.00051,998.99836,8.31906661960452e-05,0.01094,sig_wg
ENSSHAG00000011607,-18021.760555,0.73349,0.01277,0.23043,1,0.02746,998.99945,0.00863,998.99945,1.9626190763503e-36,0.03609,sig_wg
ENSSHAG00000011609,-7610.528198,0.90523,0.02762,0.05925,1,0.03334,124.36961,0.00218,124.36961,4.7766461217263e-15,0.03552,sig_wg
ENSSHAG00000011612,-5154.271358,0.57729,0.1264,0.35795,1,0.03997,492.58932,0.02479,492.58932,3.7067740792129e-08,0.06476,sig_wg
ENSSHAG00000011615,-1443.867534,0.98488,0.06798,0,1,0.01512,502.09022,0,502.09022,0.014004531907629,0.01512,sig_wg
ENSSHAG00000011625,-7318.98385,0.8526,0.01162,0.11814,1,0.0257,998.98103,0.00356,998.98103,2.74808866675913e-06,0.02926,sig_wg
ENSSHAG00000011631,-3135.975807,0.90931,0.01962,0.05633,1,0.03236,18.83262,0.002,18.83262,1.96789224419258e-08,0.03436,sig_wg
ENSSHAG00000011634,-4222.224894,0.90102,0,0.09093,1,0.00731,998.9998,0.00074,998.9998,8.94320450148109e-07,0.00805,sig_wg
ENSSHAG00000011644,-2646.018828,0.84223,0.02707,0.09768,1,0.05385,760.59596,0.00624,760.59596,6.20369672655553e-14,0.06009,sig_wg
ENSSHAG00000011645,-3427.000449,0.95985,0.04022,0,1,0.04015,447.38241,0,447.38241,2.58318383098036e-06,0.04015,sig_wg
ENSSHAG00000011651,-1878.979817,0.73468,0.06886,0.2258,1,0.03023,999,0.00929,999,1.37701780410451e-08,0.03952,sig_wg
ENSSHAG00000011663,-11637.033151,0.64212,0.04778,0.17292,1,0.14572,293.62407,0.03924,293.62407,2.5623586491331e-39,0.18496,sig_wg
ENSSHAG00000011667,-3465.847588,0.69414,0.02556,0.27525,1,0.02192,656.80622,0.00869,656.80622,0.00460878055991833,0.03061,sig_wg
ENSSHAG00000011678,-3440.773684,0.99375,0.03514,0,1,0.00625,20.90296,0,20.90296,0.0231305770609702,0.00625,sig_wg
ENSSHAG00000011688,-3112.667425,0.95735,0.06092,0,1,0.04265,161.64424,0,161.64424,1.14448724999728e-09,0.04265,sig_wg
ENSSHAG00000011695,-4662.037663,0.76664,0.02324,0.11531,1,0.10261,106.53061,0.01543,106.53061,2.92392775447909e-25,0.11804,sig_wg
ENSSHAG00000011697,-14945.805775,0.8499,0.01101,0.10334,1,0.04169,738.79363,0.00507,738.79363,1.03145680080196e-49,0.04676,sig_wg
ENSSHAG00000011715,-6469.525618,0.59275,0,0.39335,1,0.00836,14.80363,0.00555,14.80363,0.024842668275219,0.01391,sig_wg
ENSSHAG00000011724,-1362.446694,0.77844,0.0177,0.11657,1,0.09131,982.53136,0.01367,982.53136,1.70313672226959e-09,0.10498,sig_wg
ENSSHAG00000011733,-3482.916731,0.89974,0.07113,0,1,0.10026,267.03577,0,267.03577,7.24597357846621e-16,0.10026,sig_wg
ENSSHAG00000011747,-8363.446967,0.71385,0.00764,0.10931,1,0.15336,757.06689,0.02348,757.06689,8.95680659028834e-67,0.17684,sig_wg
ENSSHAG00000011749,-6862.736288,0.67319,0,0.26086,1,0.04753,999,0.01842,999,8.11551139097254e-18,0.06595,sig_wg
ENSSHAG00000011759,-2665.371329,0.81,0.03872,0.11809,1,0.06276,998.9678,0.00915,998.9678,9.05747542441530e-09,0.07191,sig_wg
ENSSHAG00000011761,-2687.921808,0.76313,0.111,0.22285,1,0.01085,51.58485,0.00317,51.58485,0.0448971680010172,0.01402,sig_wg
ENSSHAG00000011762,-7237.932945,0.74855,0.04134,0.19923,1,0.04125,17.57558,0.01098,17.57558,0.00104701998922323,0.05223,sig_wg
ENSSHAG00000011766,-2230.501721,0.69436,0.04705,0.30563,1,0,1,0,1,4.46116290636053e-06,0,sig_wg
ENSSHAG00000011770,-14748.561482,0.65069,0.08812,0.33875,1,0.00694,74.62756,0.00361,74.62756,0.00101669988014599,0.01055,sig_wg
ENSSHAG00000011784,-10521.036342,0.60806,0,0.32481,1,0.04375,647.47662,0.02337,647.47662,2.12813726721362e-37,0.06712,sig_wg
ENSSHAG00000011786,-2103.277576,0.6283,0,0.31828,1,0.03546,905.94232,0.01796,905.94232,1.09543724809098e-11,0.05342,sig_wg
ENSSHAG00000011787,-5374.460312,0.53341,0.04537,0.14974,1,0.2474,127.60104,0.06945,127.60104,3.35705699648042e-14,0.31685,sig_wg
ENSSHAG00000011805,-5758.589451,0.98981,0.0124,0,1,0.01019,803.27175,0,803.27175,2.80435139870443e-08,0.01019,sig_wg
ENSSHAG00000011807,-3174.910447,0.75956,0.00572,0.17419,1,0.05388,998.92819,0.01236,998.92819,7.2941028125741e-12,0.06624,sig_wg
ENSSHAG00000011812,-4378.011581,0.57754,0.16349,0.36025,1,0.03831,5.34975,0.0239,5.34975,0.0369088225556475,0.06221,sig_wg
ENSSHAG00000011820,-10320.294951,0.92666,0.03677,0.05032,1,0.02183,762.08712,0.00119,762.08712,1.15699590126286e-17,0.02302,sig_wg
ENSSHAG00000011823,-11292.454104,0.78878,0.02807,0.02646,1,0.17876,330.99244,0.006,330.99244,1.61080436785814e-53,0.18476,sig_wg
ENSSHAG00000011825,-2736.154596,0.69744,0.05171,0.17093,1,0.10572,156.21807,0.02591,156.21807,2.30554763096023e-10,0.13163,sig_wg
ENSSHAG00000011841,-14335.117606,0.55679,0.13457,0.42973,1,0.00761,156.57454,0.00587,156.57454,2.01600669237604e-05,0.01348,sig_wg
ENSSHAG00000011862,-5160.800013,0.9543,0.06039,0.02418,1,0.02099,998.99012,0.00053,998.99012,0.000314954032593385,0.02152,sig_wg
ENSSHAG00000011869,-7878.015651,0.84822,0.06199,0.13003,1,0.01886,741.8222,0.00289,741.8222,0.00104110190714269,0.02175,sig_wg
ENSSHAG00000011882,-2236.394795,0.87472,0.02872,0.12163,1,0.0032,1,0.00044,1,0.000213438334358941,0.00364,sig_wg
ENSSHAG00000011885,-1613.26145,0.68565,0.02692,0.24756,1,0.04907,164.68917,0.01772,164.68917,6.62549103183154e-07,0.06679,sig_wg
ENSSHAG00000011889,-10259.707407,0.92656,0.02845,0.07178,1,0.00155,289.16752,0.00012,289.16752,0.00328003343038908,0.00167,sig_wg
ENSSHAG00000011901,-8257.025341,0.67379,0.0192,0.21946,1,0.08052,636.95079,0.02623,636.95079,4.1689080530068e-66,0.10675,sig_wg
ENSSHAG00000011915,-1855.192385,0.94236,0.1209,0,1,0.05764,998.9994,0,998.9994,2.32439204866701e-08,0.05764,sig_wg
ENSSHAG00000011916,-15739.778832,0.83135,0.04859,0.16262,1,0.00504,998.99937,0.00099,998.99937,3.16021988070731e-05,0.00603,sig_wg
ENSSHAG00000011919,-3624.524216,0.54809,0.02078,0.40676,1,0.02592,998.97991,0.01923,998.97991,7.54223110500116e-06,0.04515,sig_wg
ENSSHAG00000011921,-2757.356863,0.63475,0.08866,0.29595,1,0.04726,317.5304,0.02204,317.5304,0.00121589603368199,0.0693,sig_wg
ENSSHAG00000011928,-7450.722714,0.90576,0.03367,0.08443,1,0.00898,23.3043,0.00084,23.3043,0.0452785539855666,0.00982,sig_wg
ENSSHAG00000011932,-5753.597909,0.9563,0.02255,0.0437,1,0,1,0,1,3.57201657757657e-07,0,sig_wg
ENSSHAG00000011939,-5292.775426,0.85069,0,0.01359,1,0.13358,987.40017,0.00213,987.40017,1.25639044916675e-33,0.13571,sig_wg
ENSSHAG00000011947,-2880.511126,0.97921,0.08234,0,1,0.02079,9.76183,0,9.76183,0.00319427767784819,0.02079,sig_wg
ENSSHAG00000011951,-3709.837671,0.90113,0.08831,0,1,0.09887,998.99422,0,998.99422,0.000157966268453273,0.09887,sig_wg
ENSSHAG00000011954,-1264.640442,0.79507,0.02944,0.18894,1,0.01292,85.82876,0.00307,85.82876,0.0145185093171865,0.01599,sig_wg
ENSSHAG00000011961,-1862.193093,0.68929,0.09652,0,1,0.31071,61.37264,0,61.37264,3.51677744038235e-05,0.31071,sig_wg
ENSSHAG00000011964,-3648.118548,0.968,0.02969,0.00745,1,0.02436,999,0.00019,999,5.45850602178796e-12,0.02455,sig_wg
ENSSHAG00000011972,-6117.575674,0.85089,0.00368,0.07544,1,0.06767,53.75685,0.006,53.75685,1.37664303589905e-34,0.07367,sig_wg
ENSSHAG00000011974,-1297.531985,0.69489,0,0.2409,1,0.04768,999,0.01653,999,5.57235775242218e-07,0.06421,sig_wg
ENSSHAG00000011976,-6367.136576,0.47399,0.0558,0.4983,1,0.01351,134.81896,0.0142,134.81896,9.6794877753345e-11,0.02771,sig_wg
ENSSHAG00000011981,-4177.698245,0.82,0,0.09482,1,0.07634,999,0.00883,999,3.67873625986978e-44,0.08517,sig_wg
ENSSHAG00000011983,-4335.439435,0.63229,0.02586,0.35123,1,0.0106,141.11552,0.00589,141.11552,3.18506088496023e-07,0.01649,sig_wg
ENSSHAG00000011994,-4915.716973,0.69482,0,0.26565,1,0.0286,789.57626,0.01093,789.57626,1.93781545072924e-20,0.03953,sig_wg
ENSSHAG00000011999,-4255.955373,0.64564,0,0.32582,1,0.01896,404.53681,0.00957,404.53681,1.34155109812437e-06,0.02853,sig_wg
ENSSHAG00000012015,-7005.762973,0.84112,0,0.13926,1,0.01683,436.45384,0.00279,436.45384,2.97349535068328e-18,0.01962,sig_wg
ENSSHAG00000012021,-1997.675,0.89607,0.05285,0.05504,1,0.04607,49.62566,0.00283,49.62566,5.93378837335417e-06,0.0489,sig_wg
ENSSHAG00000012023,-6424.47914,0.97237,0.04501,0.02533,1,0.00224,95.38805,6e-05,95.38805,0.0062405121685823,0.0023,sig_wg
ENSSHAG00000012028,-4008.017711,0.7799,0.02947,0.04863,1,0.16141,370.64854,0.01006,370.64854,5.12878458097668e-17,0.17147,sig_wg
ENSSHAG00000012034,-3323.437953,0.74106,0.00675,0.17833,1,0.06497,999,0.01564,999,2.37417263074538e-13,0.08061,sig_wg
ENSSHAG00000012045,-2384.055639,0.88398,0.02138,0.1086,1,0.00661,998.99979,0.00081,998.99979,0.0120693300627821,0.00742,sig_wg
ENSSHAG00000012047,-7504.579893,0.87048,0.02993,0.09549,1,0.03066,999,0.00336,999,1.02439505508419e-34,0.03402,sig_wg
ENSSHAG00000012048,-2136.988027,0.90874,0.0187,0.05585,1,0.03336,134.29682,0.00205,134.29682,2.40359446528926e-09,0.03541,sig_wg
ENSSHAG00000012052,-3270.755248,0.58167,0.10026,0.1896,1,0.1725,588.1164,0.05623,588.1164,2.01709054872302e-27,0.22873,sig_wg
ENSSHAG00000012058,-1229.261462,0.77366,0.05954,0.16252,1,0.05274,29.20203,0.01108,29.20203,0.00121590788110008,0.06382,sig_wg
ENSSHAG00000012067,-2778.743575,0.45752,0.23696,0.45059,1,0.04629,38.69849,0.04559,38.69849,0.00970669785358414,0.09188,sig_wg
ENSSHAG00000012075,-8794.27075,0.67744,0.05632,0.27601,1,0.03308,83.01309,0.01348,83.01309,6.76126852458662e-11,0.04656,sig_wg
ENSSHAG00000012078,-3608.307798,0.83786,0.01451,0.1456,1,0.01409,999,0.00245,999,0.00102047897537419,0.01654,sig_wg
ENSSHAG00000012080,-1794.265913,0.79427,0.03717,0.17399,1,0.02604,228.59741,0.0057,228.59741,0.000991696117469756,0.03174,sig_wg
ENSSHAG00000012090,-2834.912984,0.85164,0.02581,0.08073,1,0.06177,10.90207,0.00586,10.90207,0.00346347379969849,0.06763,sig_wg
ENSSHAG00000012091,-2335.257246,0.70628,0.011,0.20339,1,0.07013,554.77328,0.0202,554.77328,1.45784402280064e-11,0.09033,sig_wg
ENSSHAG00000012096,-5228.796313,0.73508,0.03634,0.25294,1,0.00891,671.80395,0.00307,671.80395,3.20910416319533e-10,0.01198,sig_wg
ENSSHAG00000012102,-3359.045902,0.94762,0.04683,0,1,0.05238,982.09413,0,982.09413,1.11042134005928e-07,0.05238,sig_wg
ENSSHAG00000012110,-16311.029473,0.61349,0.07167,0.34446,1,0.02693,301.79774,0.01512,301.79774,8.68270602547298e-15,0.04205,sig_wg
ENSSHAG00000012129,-4456.927923,0.95774,0.05038,0.0376,1,0.00449,211.68792,0.00018,211.68792,0.00126103379166223,0.00467,sig_wg
ENSSHAG00000012136,-3820.156918,0.59218,0.08377,0.37256,1,0.02164,18.96442,0.01361,18.96442,0.000857757588760847,0.03525,sig_wg
ENSSHAG00000012154,-1978.129165,0.95377,0.0661,0.04216,1,0.0039,636.83164,0.00017,636.83164,0.00675406113854735,0.00407,sig_wg
ENSSHAG00000012156,-6564.026529,0.94849,0.00715,0.03934,1,0.01169,999,0.00048,999,8.3074224061524e-11,0.01217,sig_wg
ENSSHAG00000012175,-5148.85647,0.76674,0,0.21825,1,0.01168,999,0.00333,999,0.000223038518515788,0.01501,sig_wg
ENSSHAG00000012188,-6078.592557,0.82652,0.02799,0,1,0.17348,291.52598,0,291.52598,7.20979109763898e-44,0.17348,sig_wg
ENSSHAG00000012192,-3029.056521,0.74378,0,0.24161,1,0.01103,998.99958,0.00358,998.99958,0.001063059594722,0.01461,sig_wg
ENSSHAG00000012193,-6305.839761,0.82788,0.03089,0.16573,1,0.00532,226.59874,0.00106,226.59874,0.00511479147569259,0.00638,sig_wg
ENSSHAG00000012194,-1817.846656,0.64223,0.10317,0.35777,1,0,1,0,1,0.000384504712841052,0,sig_wg
ENSSHAG00000012204,-1936.436573,0.71545,0,0.26934,1,0.01105,61.94319,0.00416,61.94319,0.00192454852100748,0.01521,sig_wg
ENSSHAG00000012208,-4758.974713,0.87662,0,0.1208,1,0.00227,445.14365,0.00031,445.14365,0.0195553379315469,0.00258,sig_wg
ENSSHAG00000012215,-4942.865972,0.99389,0.0109,0,1,0.00611,998.99974,0,998.99974,2.54745993822741e-07,0.00611,sig_wg
ENSSHAG00000012227,-5029.047955,0.96471,0.07021,0.02652,1,0.00853,998.99878,0.00023,998.99878,1.64446282663725e-06,0.00876,sig_wg
ENSSHAG00000012230,-3418.515796,0.76231,0.02641,0.17533,1,0.0507,1,0.01166,1,0.00309600357274357,0.06236,sig_wg
ENSSHAG00000012231,-7610.005868,0.58615,0.08052,0.30963,1,0.06819,712.01361,0.03602,712.01361,1.12315138802879e-19,0.10421,sig_wg
ENSSHAG00000012234,-2932.118487,0.74084,0.0391,0.18481,1,0.05951,28.88605,0.01484,28.88605,1.72561340094579e-06,0.07435,sig_wg
ENSSHAG00000012235,-13375.887996,0.65112,0.03805,0.33467,1,0.00939,998.9991,0.00482,998.9991,0.000353993161739825,0.01421,sig_wg
ENSSHAG00000012238,-5614.617103,0.58731,0.03138,0.32318,1,0.05774,87.41583,0.03177,87.41583,1.62335141517143e-22,0.08951,sig_wg
ENSSHAG00000012244,-2719.551474,0.62961,0.02691,0.28228,1,0.06084,568.62437,0.02728,568.62437,3.26407864634618e-12,0.08812,sig_wg
ENSSHAG00000012246,-3996.135638,0.98166,0.1222,0,1,0.01834,676.39882,0,676.39882,4.23976432742731e-05,0.01834,sig_wg
ENSSHAG00000012253,-3967.73261,0.87494,0.02067,0.07601,1,0.04514,998.99486,0.00392,998.99486,1.18486744562033e-08,0.04906,sig_wg
ENSSHAG00000012260,-2273.034319,0.8358,0.0258,0.05756,1,0.09977,999,0.00687,999,6.89805206052237e-19,0.10664,sig_wg
ENSSHAG00000012266,-5358.884075,0.90993,0.05968,0.05523,1,0.03285,901.70046,0.00199,901.70046,1.11097360046093e-21,0.03484,sig_wg
ENSSHAG00000012267,-5263.032608,0.77947,0.02217,0.20852,1,0.00947,92.27373,0.00253,92.27373,8.45733432695018e-06,0.012,sig_wg
ENSSHAG00000012270,-5714.606597,0.43401,0.01872,0.40969,1,0.0804,856.77552,0.0759,856.77552,4.89769364420739e-29,0.1563,sig_wg
ENSSHAG00000012273,-5443.576085,0.66498,0.10431,0.29534,1,0.02748,998.98109,0.01221,998.98109,2.79696879768266e-05,0.03969,sig_wg
ENSSHAG00000012288,-1662.734262,0.67263,0.10539,0.18535,1,0.11134,195.04146,0.03068,195.04146,1.97221540373581e-13,0.14202,sig_wg
ENSSHAG00000012290,-4492.007196,0.89469,0.02984,0,1,0.10531,998.99874,0,998.99874,1.71412734537631e-39,0.10531,sig_wg
ENSSHAG00000012301,-6521.722371,0.59556,0.04571,0.34203,1,0.03964,470.09285,0.02277,470.09285,6.3072832614147e-11,0.06241,sig_wg
ENSSHAG00000012302,-10616.98543,0.57791,0.02857,0.37726,1,0.02713,156.89815,0.01771,156.89815,1.78415943083984e-13,0.04484,sig_wg
ENSSHAG00000012307,-1116.03021,0.95537,0.21683,0,1,0.04463,109.87169,0,109.87169,2.90756399991582e-08,0.04463,sig_wg
ENSSHAG00000012309,-5919.31933,0.83512,0.12231,0.10149,1,0.05652,78.85215,0.00687,78.85215,5.93552166772875e-25,0.06339,sig_wg
ENSSHAG00000012315,-4110.161004,0.99026,0.05702,0,1,0.00974,517.73519,0,517.73519,1.85019069974887e-05,0.00974,sig_wg
ENSSHAG00000012320,-4216.644823,0.92932,0.04678,0,1,0.07068,227.26645,0,227.26645,3.64649398348221e-21,0.07068,sig_wg
ENSSHAG00000012336,-2074.375857,0.97973,0.05101,0.02027,1,0,1,0,1,0.0278989970593338,0,sig_wg
ENSSHAG00000012339,-8308.988914,0.60418,0.02484,0.36973,1,0.01618,57.69498,0.0099,57.69498,1.8848668863497e-14,0.02608,sig_wg
ENSSHAG00000012347,-5591.885861,0.86925,0,0.11751,1,0.01167,998.99926,0.00158,998.99926,5.19618125536299e-10,0.01325,sig_wg
ENSSHAG00000012351,-3207.463365,0.90834,0.02508,0.05595,1,0.03364,78.34545,0.00207,78.34545,6.30445002422951e-09,0.03571,sig_wg
ENSSHAG00000012357,-2682.032342,0.97123,0.05141,0.02344,1,0.0052,998.99989,0.00013,998.99989,0.0230334586862789,0.00533,sig_wg
ENSSHAG00000012364,-5174.332585,0.64665,0.04871,0.33623,1,0.01127,22.89078,0.00586,22.89078,0.000949811678879767,0.01713,sig_wg
ENSSHAG00000012375,-2738.990603,0.97484,0.02332,0,1,0.02516,195.04118,0,195.04118,2.32370882572637e-06,0.02516,sig_wg
ENSSHAG00000012378,-5439.654476,0.82476,0.02576,0.10852,1,0.05896,273.71616,0.00776,273.71616,5.47181148377279e-06,0.06672,sig_wg
ENSSHAG00000012385,-2892.606541,0.73626,0.03154,0.22328,1,0.03104,999,0.00941,999,2.26825583790509e-07,0.04045,sig_wg
ENSSHAG00000012387,-25780.527509,0.82882,0.0082,0.16056,1,0.0089,999,0.00172,999,1.25385784882341e-15,0.01062,sig_wg
ENSSHAG00000012388,-3379.137171,0.5414,0.00147,0.4296,1,0.01617,37.42194,0.01283,37.42194,0.000344206665317178,0.029,sig_wg
ENSSHAG00000012400,-2881.538378,0.87263,0.04097,0.08367,1,0.03987,380.26372,0.00382,380.26372,1.92603326838301e-11,0.04369,sig_wg
ENSSHAG00000012403,-3141.358308,0.85094,0,0.11506,1,0.02994,998.99957,0.00405,998.99957,3.40769010711544e-12,0.03399,sig_wg
ENSSHAG00000012405,-3131.461299,0.98003,0.0721,0,1,0.01997,711.17856,0,711.17856,4.16550849269358e-05,0.01997,sig_wg
ENSSHAG00000012412,-5847.23926,0.74925,0.05161,0.18024,1,0.05684,69.29883,0.01367,69.29883,1.7475074745823e-14,0.07051,sig_wg
ENSSHAG00000012414,-33985.358151,0.43504,0.08058,0.42131,1,0.07297,892.48385,0.07067,892.48385,2.80358916505116e-135,0.14364,sig_wg
ENSSHAG00000012415,-3122.685593,0.95556,0.02588,0.04444,1,0,1,0,1,9.38502741984872e-07,0,sig_wg
ENSSHAG00000012422,-7693.601573,0.94352,0.01097,0.04695,1,0.00908,117.65677,0.00045,117.65677,1.0874576311698e-11,0.00953,sig_wg
ENSSHAG00000012423,-7725.697532,0.84904,0.08762,0.1356,1,0.01324,998.99879,0.00211,998.99879,1.3290220801182e-08,0.01535,sig_wg
ENSSHAG00000012430,-10067.785564,0.87307,0.06111,0.08286,1,0.04025,535.27387,0.00382,535.27387,1.43992214030582e-24,0.04407,sig_wg
ENSSHAG00000012447,-7086.937583,0.9586,0.03259,0.01173,1,0.02931,587.06602,0.00036,587.06602,3.98446471557715e-35,0.02967,sig_wg
ENSSHAG00000012471,-9642.591685,0.74514,0.05541,0.24483,1,0.00755,21.5313,0.00248,21.5313,0.0073101613361528,0.01003,sig_wg
ENSSHAG00000012472,-3800.668219,0.54137,0.01268,0.35075,1,0.06546,43.03355,0.04241,43.03355,3.1195339866461e-14,0.10787,sig_wg
ENSSHAG00000012473,-8343.811016,0.99373,0.02678,0.00445,1,0.00181,13.91917,1e-05,13.91917,0.00568009038861026,0.00182,sig_wg
ENSSHAG00000012474,-5032.179701,0.7676,0.05297,0.06572,1,0.15354,266.34436,0.01315,266.34436,2.01721569444807e-12,0.16669,sig_wg
ENSSHAG00000012484,-2849.217148,0.82595,0.02297,0.12628,1,0.04143,90.03731,0.00633,90.03731,8.06928174980083e-16,0.04776,sig_wg
ENSSHAG00000012488,-1987.311796,0.97281,0.02898,0.01717,1,0.00985,1,0.00017,1,0.0066899426778716,0.01002,sig_wg
ENSSHAG00000012499,-2294.788267,0.80692,0.1055,0.10194,1,0.08091,108.0256,0.01022,108.0256,1.08871719520284e-12,0.09113,sig_wg
ENSSHAG00000012503,-4776.360895,0.69657,0.05394,0.28979,1,0.00963,998.99978,0.00401,998.99978,0.0159773601149205,0.01364,sig_wg
ENSSHAG00000012505,-3263.505152,0.74208,0,0.1819,1,0.06106,998.99934,0.01497,998.99934,1.29893274283394e-20,0.07603,sig_wg
ENSSHAG00000012510,-2414.146749,0.95188,0.04811,0,1,0.04812,43.70263,0,43.70263,7.14691277917764e-06,0.04812,sig_wg
ENSSHAG00000012523,-1686.028914,0.86238,0.0557,0,1,0.13762,19.92069,0,19.92069,1.07052714157611e-10,0.13762,sig_wg
ENSSHAG00000012527,-2413.013277,0.70276,0.06432,0.03809,1,0.24582,72.56329,0.01332,72.56329,7.13833490142946e-10,0.25914,sig_wg
ENSSHAG00000012541,-2437.678545,0.98115,0.02002,0,1,0.01885,58.98195,0,58.98195,0.000346044733671443,0.01885,sig_wg
ENSSHAG00000012542,-5146.891887,0.88281,0.11383,0.0872,1,0.02729,999,0.0027,999,2.07488744021876e-25,0.02999,sig_wg
ENSSHAG00000012544,-2127.596876,0.97287,0.03013,0,1,0.02713,315.23815,0,315.23815,1.78378091883902e-11,0.02713,sig_wg
